year	bottom_CI	top_CI	mean	country	label	corpus
2008	0.234930448222566	0.265842349304482	0.250703760947965	United States		springer_last
2016	0.21415270018622	0.243947858472998	0.228748603351955	United States		springer_last
2019	0.198069852941176	0.226102941176471	0.212165441176471	United States		springer_last
2020	0.188994136220117	0.216959855660803	0.203030221019396	United States	United States	springer_last
2009	0.251187084520418	0.282549857549858	0.266698955365622	United States		springer_last
2014	0.217083529966966	0.246838131193959	0.232031146767343	United States		springer_last
2013	0.228827192527244	0.260508562532434	0.245215360664245	United States		springer_last
2017	0.218038121803812	0.247326824732682	0.232541143654114	United States		springer_last
2018	0.221808014911463	0.252096924510718	0.236702236719478	United States		springer_last
2012	0.248140276301807	0.282146652497343	0.265504782146653	United States		springer_last
2010	0.244094488188976	0.27896512935883	0.261933633295838	United States		springer_last
2015	0.207504826254826	0.236993243243243	0.222145752895753	United States		springer_last
2007	0.332621462893753	0.367351841964762	0.350151628403631	United States		springer_last
2006	0.31881086622245	0.354177344951307	0.336948744233726	United States		springer_last
2005	0.406914893617021	0.445212765957447	0.426272340425532	United States		springer_last
2011	0.269415148609779	0.301054650047939	0.285457813998082	United States		springer_last
2008	0.095311695002576	0.118521380731582	0.106554353426069	United Kingdom		springer_last
2016	0.085195530726257	0.106610800744879	0.0958677839851024	United Kingdom		springer_last
2019	0.0680147058823529	0.0863970588235294	0.0768483455882353	United Kingdom		springer_last
2020	0.0717185385656292	0.09021199819576	0.0809684258006315	United Kingdom	United Kingdom	springer_last
2009	0.0754985754985755	0.0954415954415954	0.0852511870845204	United Kingdom		springer_last
2014	0.0906087777253421	0.112789051439358	0.101551675318546	United Kingdom		springer_last
2013	0.157758173326414	0.185262065386611	0.171822522055008	United Kingdom		springer_last
2017	0.0813575081357508	0.101836355183635	0.0918066015806602	United Kingdom		springer_last
2018	0.0796831314072693	0.100652376514445	0.0897045666356011	United Kingdom		springer_last
2012	0.0828905419766206	0.105738575982997	0.0938358129649309	United Kingdom		springer_last
2010	0.100674915635546	0.125421822272216	0.11292125984252	United Kingdom		springer_last
2015	0.0993967181467182	0.121645752895753	0.110574806949807	United Kingdom		springer_last
2007	0.109450080085424	0.135611318739989	0.12240683395622	United Kingdom		springer_last
2006	0.111711942593542	0.137365453613532	0.123854433623783	United Kingdom		springer_last
2005	0.130851063829787	0.159042553191489	0.144658510638298	United Kingdom		springer_last
2011	0.0527325023969319	0.0685522531160115	0.0603106423777565	United Kingdom		springer_last
2008	0.0638845955692942	0.0834621329211747	0.0737944358578052	Germany		springer_last
2016	0.0763268156424581	0.0963687150837989	0.0862267225325885	Germany		springer_last
2019	0.0726102941176471	0.0923713235294118	0.0826806066176471	Germany		springer_last
2020	0.0825439783491204	0.101939557961209	0.0923545331529093	Germany	Germany	springer_last
2009	0.0716999050332384	0.0911680911680912	0.0814292497625831	Germany		springer_last
2014	0.0670127418593676	0.0854176498348277	0.0764129306276546	Germany		springer_last
2013	0.0586403736377789	0.077322262584328	0.0679263103269331	Germany		springer_last
2017	0.0729893072989307	0.0925151092515109	0.082721989772199	Germany		springer_last
2018	0.0736253494874185	0.0927306616961789	0.0832204100652377	Germany		springer_last
2012	0.0823591923485654	0.103081827842721	0.092278958554729	Germany		springer_last
2010	0.0894263217097863	0.112485939257593	0.100645106861642	Germany		springer_last
2015	0.0637065637065637	0.0815637065637066	0.0721708494208494	Germany		springer_last
2007	0.0715429791777896	0.0923918846769888	0.0816967431927389	Germany		springer_last
2006	0.0779087647360328	0.0989236289082522	0.0878708354689903	Germany		springer_last
2005	0.076063829787234	0.0968085106382979	0.0864340425531915	Germany		springer_last
2011	0.0642377756471716	0.0838926174496644	0.0743767976989454	Germany		springer_last
2008	0.035548686244204	0.0505151983513653	0.0428866563626996	France		springer_last
2016	0.0405027932960894	0.0554003724394786	0.0475861266294227	France		springer_last
2019	0.0395220588235294	0.0546875	0.0471567095588235	France		springer_last
2020	0.03382949932341	0.0469102390617952	0.0400969778980604	France	France	springer_last
2009	0.037037037037037	0.0517568850902184	0.0446082621082621	France		springer_last
2014	0.0372817366682397	0.0514393581878244	0.0442194431335536	France		springer_last
2013	0.0373378308251168	0.0524130773222626	0.0445806953814219	France		springer_last
2017	0.0371920037192004	0.0520688052068805	0.0445072059507206	France		springer_last
2018	0.0349487418452936	0.0493942218080149	0.0423196644920783	France		springer_last
2012	0.0435706695005314	0.0605738575982997	0.0520329436769394	France		springer_last
2010	0.0427446569178853	0.0590551181102362	0.0509212598425197	France		springer_last
2015	0.041988416988417	0.0574324324324324	0.0495299227799228	France		springer_last
2007	0.0469834490122798	0.0651361452215697	0.0556583021890016	France		springer_last
2006	0.0507432086109687	0.0676832393644285	0.0591250640697078	France		springer_last
2005	0.0515957446808511	0.0696808510638298	0.060711170212766	France		springer_last
2011	0.0297219558964525	0.0431447746883988	0.0365210930009588	France		springer_last
2008	0.0814013395157135	0.103039670273055	0.0919180834621329	People's Republic of China		springer_last
2016	0.196461824953445	0.225791433891993	0.211439013035382	People's Republic of China		springer_last
2019	0.233915441176471	0.264246323529412	0.248867647058824	People's Republic of China		springer_last
2020	0.212426702751466	0.240866035182679	0.226626973387461	People's Republic of China	People's Republic of China	springer_last
2009	0.0982905982905983	0.121082621082621	0.110326210826211	People's Republic of China		springer_last
2014	0.137328928739972	0.163780084945729	0.150785747994337	People's Republic of China		springer_last
2013	0.114686040477426	0.139595225739491	0.127350804359107	People's Republic of China		springer_last
2017	0.192933519293352	0.221315667131567	0.207179916317992	People's Republic of China		springer_last
2018	0.212022367194781	0.241379310344828	0.226475768872321	People's Republic of China		springer_last
2012	0.105738575982997	0.129117959617428	0.117375664187035	People's Republic of China		springer_last
2010	0.0972722159730034	0.122609673790776	0.109300899887514	People's Republic of China		springer_last
2015	0.146235521235521	0.171814671814672	0.158740347490347	People's Republic of China		springer_last
2007	0.0341697810998398	0.0485851575013348	0.0413465029364656	People's Republic of China		springer_last
2006	0.0302409021014864	0.0435930292157868	0.0369753972321886	People's Republic of China		springer_last
2005	0.0138297872340426	0.024468085106383	0.019163829787234	People's Republic of China		springer_last
2011	0.109300095877277	0.13326941514861	0.120874400767018	People's Republic of China		springer_last
2008	0.0236991241628027	0.0360638845955693	0.0299175682637816	Australia		springer_last
2016	0.0484171322160149	0.0647113594040968	0.0567467411545624	Australia		springer_last
2019	0.0353860294117647	0.0487362132352941	0.0419255514705882	Australia		springer_last
2020	0.03382949932341	0.047361299052774	0.0404334686513306	Australia	Australia	springer_last
2009	0.0261158594491928	0.0384615384615385	0.0322834757834758	Australia		springer_last
2014	0.0438650306748467	0.0604058518168948	0.0519981123171307	Australia		springer_last
2013	0.0664244940321744	0.0861442656979761	0.0757088738972496	Australia		springer_last
2017	0.0380985588098559	0.0529986052998605	0.045350069735007	Australia		springer_last
2018	0.0372786579683131	0.0512581547064306	0.0442367194780988	Australia		springer_last
2012	0.0313230605738576	0.0456960680127524	0.0382800212539851	Australia		springer_last
2010	0.0371203599550056	0.0534308211473566	0.0449313835770529	Australia		springer_last
2015	0.0477799227799228	0.0651544401544401	0.0563016409266409	Australia		springer_last
2007	0.0320341697810998	0.0480512546716498	0.0397928457020822	Australia		springer_last
2006	0.024577139928242	0.0374167093798052	0.030849820604818	Australia		springer_last
2005	0.024468085106383	0.0377659574468085	0.0307452127659574	Australia		springer_last
2011	0.0287392138063279	0.0407478427612656	0.0346107382550336	Australia		springer_last
2008	0.0380989180834622	0.0540958268933539	0.0457815558990211	Canada		springer_last
2016	0.0442271880819367	0.0605214152700186	0.0523584729981378	Canada		springer_last
2019	0.0294117647058824	0.0413832720588235	0.0354140625	Canada		springer_last
2020	0.0347316193053676	0.0487144790257104	0.0416107352277853	Canada	Canada	springer_last
