author	doi	year	author_pos	file_id	guessed_gender	gender
a k	doi:10.1038/nphys4240	2019	last	d41586-019-03702-1	MALE	MALE
aaron	doi:10.1038/nature10921	2012	first	influenza-five-questions-on-h5n1-1.10874	MALE	MALE
aaron	doi:10.1038/nature25760	2018	first	d41586-018-02096-w	MALE	MALE
aaron	doi:10.1186/1744-8603-9-43	2019	first	d41586-019-00210-0	MALE	MALE
aaron	doi:10.1038/s41467-019-09848-w	2020	first	d41586-020-02461-8	MALE	MALE
aaron	doi:10.1038/s41467-019-13176-4	2020	last	d41586-020-00094-5	MALE	MALE
aaron	doi:10.1038/s41586-019-0953-5	2019	first	d41586-019-02974-x	MALE	MALE
aaron	doi:10.1038/s41586-018-0202-3	2018	last	d41586-018-05355-y	MALE	MALE
aaron	doi:10.1038/s41467-019-08746-5	2020	last	d41586-020-00012-9	MALE	MALE
aaron	doi:10.1038/s41586-018-0823-6	2019	first	d41586-018-07811-1	MALE	MALE
aaron	doi:10.1038/s41586-020-2944-y	2020	first	d41586-020-03316-y	MALE	MALE
aaron	doi:10.1038/s41586-018-0809-4	2019	last	d41586-018-07851-7	MALE	MALE
aaron	doi:10.1038/419895a	2010	last	466913a.html	MALE	MALE
aaron	doi:10.1038/s41586-019-1592-6	2019	last	d41586-019-02810-2	MALE	MALE
aaron	doi:10.1038/s41586-019-0953-5	2020	first	d41586-020-02712-8	MALE	MALE
aaron	doi:10.1038/nm.3519	2014	first	cancer-biomarkers-written-in-blood-1.15624	MALE	MALE
aaron	doi:10.1038/s41586-020-2288-7	2020	first	d41586-020-01335-3	MALE	MALE
aaron	doi:10.1038/ngeo1671	2013	last	greenland-defied-ancient-warming-1.12265	MALE	MALE
aaron	doi:10.1038/s41586-020-3009-y	2020	first	d41586-020-03510-y	MALE	MALE
aart	doi:10.1038/nature23873	2019	last	d41586-019-00582-3	MALE	MALE
aarthi	doi:10.1038/nbt1375	2008	first	news.2008.407.html	FEMALE	FEMALE
aashish	doi:10.1038/nature19112	2018	first	d41586-018-00045-1	MALE	MALE
aashish	doi:10.1038/nature10954	2012	first	opioid-receptors-revealed-1.10273	MALE	MALE
aashish	doi:10.1038/nature19112	2017	first	the-drug-maker-s-guide-to-the-galaxy-1.22683	MALE	MALE
aaswath	doi:10.1038/nature13883	2019	first	d41586-019-03911-8	MALE	MALE
abdel	doi:10.1038/s41562-019-0757-5	2019	first	d41586-019-03754-3	MALE	MALE
abdel	doi:10.1038/s41562-019-0757-5	2019	first	d41586-019-03171-6	MALE	MALE
abdeljabbar	doi:10.1038/nature16497	2019	last	d41586-019-03492-6	MALE	MALE
abderrahmane	doi:10.1038/s41586-019-1142-2	2019	first	d41586-019-00406-4	MALE	MALE
abderrazak	doi:10.1038/nature09166	2010	first	news.2010.323.html	MALE	MALE
abdul	doi:10.1038/s41586-020-1963-z	2020	first	d41586-020-00148-8	MALE	MALE
abhay	doi:10.1038/s41586-019-1431-9	2019	last	d41586-019-02285-1	MALE	MALE
abhinav	doi:10.1038/s41586-019-1040-7	2019	first	d41586-019-02936-3	MALE	MALE
abhinav	doi:10.1038/nature23879	2019	first	d41586-019-01483-1	MALE	MALE
abigail	doi:10.1038/s41586-018-0610-4	2018	first	d41586-018-06994-x	FEMALE	FEMALE
abigail	doi:10.1038/nature04764	2020	first	d41586-020-02257-w	FEMALE	FEMALE
abigail	doi:10.1038/nature04764	2018	first	d41586-018-06994-x	FEMALE	FEMALE
abigail	doi:10.1186/s40168-016-0172-3	2018	first	d41586-018-00664-8	FEMALE	FEMALE
abolfazl	doi:10.1186/s40703-017-0069-4	2018	last	d41586-018-07580-x	MALE	MALE
abraham	doi:10.1038/ncomms2044	2012	last	gas-cloud-hurtling-towards-milky-way-s-black-hole-may-harbour-young-star-1.11351	MALE	MALE
abraham	doi:10.1186/s12987-016-0030-5	2016	last	1-500-scientists-lift-the-lid-on-reproducibility-1.19970	MALE	MALE
accelerating	doi:10.1038/s41590-019-0378-1	2019	last	d41586-019-02340-x	MALE	MALE
ace	doi:10.1186/s12915-019-0645-5	2019	first	d41586-019-02087-5	MALE	MALE
ace	doi:10.1186/s12936-018-2288-3	2019	first	d41586-019-02880-2	MALE	MALE
achim	doi:10.1038/nmat4169	2018	first	d41586-018-05190-1	MALE	MALE
adam	doi:10.1038/469451a	2012	last	european-groups-go-global-1.10459	MALE	MALE
adam	doi:10.1038/ncomms16083	2017	last	d41586-017-07435-x	MALE	MALE
adam	doi:10.1038/s41586-018-0126-y	2019	first	d41586-019-03605-1	MALE	MALE
adam	doi:10.1038/ncb3104	2019	first	d41586-019-02853-5	MALE	MALE
adam	doi:10.1038/s41586-019-1166-7	2019	last	d41586-019-03064-8	MALE	MALE
adam	doi:10.1038/s41559-018-0498-2	2020	last	d41586-020-02055-4	MALE	MALE
adam	doi:10.1038/s41586-019-1244-x	2019	first	d41586-019-01690-w	MALE	MALE
adam	doi:10.1038/nature11018	2014	last	science-and-politics-hello-governor-1.15593	MALE	MALE
adam	doi:10.1038/nature07200	2010	first	465282a.html	MALE	MALE
adam	doi:10.1038/nature03454	2005	last	050418-10.html	MALE	MALE
adam	doi:10.1038/35075063	2010	first	465284a.html	MALE	MALE
adam	doi:10.1038/s41586-018-0126-y	2018	first	d41586-018-05134-9	MALE	MALE
adam	doi:10.1038/s41586-019-1806-y	2019	last	d41586-019-03826-4	MALE	MALE
adam	doi:10.1038/nature22822	2018	first	d41586-018-05188-9	MALE	MALE
adam	doi:10.1038/nature11018	2019	last	d41586-019-02747-6	MALE	MALE
adam	doi:10.1038/466910a	2011	first	astronomy-in-south-africa-the-long-shot-1.9633	MALE	MALE
adam	doi:10.1038/nature06422	2008	last	news.2008.544.html	MALE	MALE
adam	doi:10.1038/466910a	2011	last	astronomy-in-south-africa-the-long-shot-1.9633	MALE	MALE
adam	doi:10.1038/srep44447	2018	last	d41586-018-05214-w	MALE	MALE
adam	doi:10.1038/ngeo2325	2020	last	d41586-020-00355-3	MALE	MALE
adam	doi:10.1038/nature22822	2018	first	d41586-018-03070-2	MALE	MALE
adam	doi:10.1007/s10295-019-02218-x	2020	last	d41586-020-03055-0	MALE	MALE
adam	doi:10.1038/s41593-019-0533-x	2020	first	d41586-020-02337-x	MALE	MALE
adam	doi:10.1038/ng.3500	2018	last	d41586-018-01648-4	MALE	MALE
adam	doi:10.1038/s41586-020-3009-y	2020	last	d41586-020-03510-y	MALE	MALE
adam	doi:10.1038/nature22822	2018	first	d41586-018-05244-4	MALE	MALE
adam	doi:10.1038/nature04618	2019	first	d41586-019-01019-7	MALE	MALE
adam	doi:10.1038/nmeth.1782	2018	last	d41586-018-06694-6	MALE	MALE
adam	doi:10.1038/s41559-018-0498-2	2018	last	d41586-018-02620-y	MALE	MALE
adam	doi:10.1038/469451a	2012	first	european-groups-go-global-1.10459	MALE	MALE
adam	doi:10.1038/ncomms15014	2018	last	d41586-018-06162-1	MALE	MALE
adam	doi:10.1038/nature13782	2015	last	jupiter-glimpsed-as-aliens-would-see-it-1.16926	MALE	MALE
adam	doi:10.1038/s41586-019-1263-7	2019	first	d41586-019-02340-x	MALE	MALE
adam	doi:10.1038/nature13782	2015	first	jupiter-glimpsed-as-aliens-would-see-it-1.16926	MALE	MALE
adam	doi:10.1186/gb-2008-9-7-r106	2008	first	454677a.html	MALE	MALE
adam	doi:10.1038/s41586-019-1102-x	2019	last	d41586-019-01086-w	MALE	MALE
adam	doi:10.1038/nature24489	2018	first	d41586-018-01460-0	MALE	MALE
adam	doi:10.1038/nmeth.2403	2013	last	dna-tool-kit-goes-live-online-1.12585	MALE	MALE
adam	doi:10.1038/s41586-019-1263-7	2019	first	d41586-019-01594-9	MALE	MALE
adeline	doi:10.1038/nature09577	2010	last	news.2010.629.html	FEMALE	FEMALE
adelzon	doi:10.1186/1742-6405-10-32	2018	first	d41586-018-06773-8	MALE	MALE
adi	doi:10.1038/nrclinonc.2016.120	2018	first	d41586-018-05871-x	MALE	MALE
adi	doi:10.1007/s11299-014-0159-3	2017	first	how-facebook-fake-news-and-friends-are-warping-your-memory-1.21596	MALE	MALE
adi	doi:10.1038/s41564-020-0777-y	2020	first	d41586-020-02712-8	MALE	MALE
adil	doi:10.1038/327550b0	2013	first	meeting-targets-lab-lapses-1.12987	MALE	MALE
adil	doi:10.1038/nature06351	2018	last	d41586-018-07333-w	MALE	MALE
aditi	doi:10.1038/s41586-020-2323-8	2020	first	d41586-020-01417-2	FEMALE	FEMALE
aditya	doi:10.1038/s41698-019-0090-5	2019	last	d41586-019-03123-0	MALE	MALE
aditya	doi:10.1038/s41586-020-2794-7	2020	first	d41586-020-02791-7	MALE	MALE
aditya	doi:10.1038/nature19425	2016	first	crispr-s-hopeful-monsters-gene-editing-storms-evo-devo-labs-1.20449	MALE	MALE
adnan	doi:10.1038/ncomms6997	2020	first	d41586-019-03943-0	MALE	MALE
adolfo	doi:10.1038/nm.3665	2018	last	d41586-018-06029-5	MALE	MALE
adrain	doi:10.1007/s00779-007-0180-1	2009	last	458959a.html	MALE	MALE
adrian	doi:10.1038/sdata.2014.42	2014	first	the-ebola-questions-1.16243	MALE	MALE
adrian	doi:10.1038/s41477-018-0170-5	2018	first	d41586-018-05411-7	MALE	MALE
adrian	doi:10.1038/nature07922	2009	last	news.2009.448.html	MALE	MALE
adrian	doi:10.1038/nature09042	2013	first	gaming-improves-multitasking-skills-1.13674	MALE	MALE
adrian	doi:10.1038/s41586-019-0936-6	2019	first	d41586-019-00510-5	MALE	MALE
adrian	doi:10.1038/s41586-019-1168-5	2019	first	d41586-019-01211-9	MALE	MALE
adrian	doi:10.1038/nature09042	2012	first	treating-schizophrenia-game-on-1.10126	MALE	MALE
adrian	doi:10.1038/s41561-018-0207-4	2020	first	d41586-020-02422-1	MALE	MALE
adrian	doi:10.1038/nature09042	2010	first	4641111a.html	MALE	MALE
adriana	doi:10.1038/s41568-018-0024-5	2020	first	d41586-020-02490-3	FEMALE	FEMALE
adriana	doi:10.1038/s41586-020-2589-x	2020	last	d41586-020-02315-3	FEMALE	FEMALE
adriano	doi:10.1038/nrm2204	2016	first	the-red-hot-debate-about-transmissible-alzheimer-s-1.19554	MALE	MALE
adriano	doi:10.1038/nn.2483	2010	last	news.2010.29.html	MALE	MALE
adriano	doi:10.1038/nn.2483	2013	last	proteins-behind-mad-cow-disease-also-help-brain-to-develop-1.12428	MALE	MALE
adriano	doi:10.1038/nm1105-1137	2005	last	051031-7.html	MALE	MALE
adriano	doi:10.1038/459924a	2010	last	464828a.html	MALE	MALE
adriano	doi:10.1038/459924a	2010	first	464828a.html	MALE	MALE
adrienne	doi:10.1038/nature19332	2019	last	d41586-019-00739-0	FEMALE	FEMALE
ady	doi:10.1038/s41586-018-0184-1	2018	last	d41586-018-05637-5	MALE	MALE
aelys	doi:10.1038/s41559-019-0906-2	2019	first	d41586-019-01810-6	MALE	MALE
afam	doi:10.1038/s41591-018-0130-7	2018	first	d41586-018-06818-y	MALE	MALE
agnes	doi:10.1186/s12916-015-0443-z	2016	last	rwanda-feels-the-pinch-as-donors-slash-health-aid-1.20977	FEMALE	FEMALE
agnes	doi:10.1038/387341a0	2013	last	inequality-quantified-mind-the-gender-gap-1.12550	FEMALE	FEMALE
agnès	doi:10.1038/s41467-018-05294-2	2020	first	d41586-020-00149-7	FEMALE	FEMALE
agnieszka	doi:10.1038/nature14951	2019	last	d41586-019-01588-7	FEMALE	FEMALE
agostinho	doi:10.1186/1471-2164-9-119	2015	last	the-hidden-risks-for-three-person-babies-1.18408	MALE	MALE
ágota	doi:10.1038/35035159	2008	last	news.2008.1150.html	MALE	MALE
ágota	doi:10.1038/35035159	2008	last	451385a.html	MALE	MALE
agus	doi:10.1038/nclimate2106	2015	last	indian-ocean-may-be-key-to-global-warming-hiatus-1.17505	MALE	MALE
ahad	doi:10.1038/s41591-018-0106-7	2018	last	d41586-018-05726-5	MALE	MALE
ahmad	doi:10.1038/nbt.4151	2019	last	d41586-019-01590-z	MALE	MALE
ahmad	doi:10.1038/nn.4111	2019	first	d41586-019-00294-8	MALE	MALE
ahmed	doi:10.1186/2044-7248-1-8	2012	last	soapy-taste-of-coriander-linked-to-genetic-variants-1.11398	MALE	MALE
ahmed	doi:10.1038/nm1737	2008	first	news.2008.1084.html	MALE	MALE
ahmed	doi:10.1007/JHEP02(2013)062	NA	first	NA	MALE	MALE
ahmed	doi:10.1038/nature08662	2019	last	d41586-019-02016-6	MALE	MALE
ahmed	doi:10.1038/s41467-017-01964-9	2018	first	d41586-017-09008-4	MALE	MALE
ahmet	doi:10.1038/nm.4333	2019	first	d41586-019-03123-0	MALE	MALE
ahna	doi:10.1038/nn.2831	2018	first	d41586-018-01418-2	FEMALE	FEMALE
ailong	doi:10.1038/s41591-020-0965-6	2020	last	d41586-020-03284-3	MALE	MALE
ailong	doi:10.1038/s41591-020-0965-6	2020	last	d41586-020-01989-z	MALE	MALE
ailong	doi:10.1038/s41591-020-0965-6	2020	last	d41586-020-02400-7	MALE	MALE
ailong	doi:10.1038/s41591-020-0965-6	2020	last	d41586-020-02379-1	MALE	MALE
aimée	doi:10.1038/nature03438	2005	first	050411-6.html	FEMALE	FEMALE
aishwarya	doi:10.1038/s41586-018-0458-7	2018	first	d41586-018-06107-8	FEMALE	FEMALE
aixue	doi:10.1038/ngeo729	2019	first	d41586-019-01374-5	MALE	MALE
ajay	doi:10.1038/nature10653	2013	last	chilly-lab-mice-skew-cancer-studies-1.14190	MALE	MALE
ajaya	doi:10.1038/nature23466	2018	first	d41586-018-07561-0	MALE	MALE
ajit	doi:10.1038/nm1181	2005	last	050124-1.html	MALE	MALE
ajit	doi:10.1038/nnano.2015.60	2015	first	the-super-materials-that-could-trump-graphene-1.17775	MALE	MALE
akash	doi:10.1038/srep23921	2019	first	d41586-018-07843-7	MALE	MALE
akash	doi:10.1038/nm.4053	2018	first	d41586-018-06029-5	MALE	MALE
ake	doi:10.1038/ncomms15353	2019	first	d41586-019-02958-x	MALE	MALE
åke	doi:10.1186/1476-069X-12-69	2013	first	journal-editors-trade-blows-over-toxicology-1.13787	MALE	MALE
akhilesh	doi:10.1038/nature11088	2012	last	a-biological-clock-to-wind-them-all-1.10654	MALE	MALE
akhilesh	doi:10.1038/nature09702	2012	last	a-biological-clock-to-wind-them-all-1.10654	MALE	MALE
akif	doi:10.1038/s41586-018-0057-7	2018	last	d41586-018-04956-x	MALE	MALE
akihiro	doi:10.1038/nature15392	2017	first	d41586-017-08835-9	MALE	MALE
akihiro	doi:10.1038/s41586-018-0816-5	2019	last	d41586-018-07864-2	MALE	MALE
akiko	doi:10.1038/ni.3123	2020	first	d41586-020-01336-2	FEMALE	FEMALE
akiko	doi:10.1038/s41467-018-03555-8	2019	first	d41586-018-07553-0	FEMALE	FEMALE
akinori	doi:10.1038/nature25456	2018	first	d41586-018-01466-8	MALE	MALE
akira	doi:10.1186/s40562-015-0025-0	2016	first	in-japan-small-shakes-presage-big-quakes-1.19252	MALE	MALE
akira	doi:10.1038/nature08904	2010	last	news.2010.468.html	MALE	MALE
akira	doi:10.1038/s41586-018-0811-x	2019	first	d41586-018-07737-8	MALE	MALE
akira	doi:10.1038/s41586-018-0811-x	2019	first	d41586-019-00567-2	MALE	MALE
akira	doi:10.1038/238037a0	2014	first	solar-energy-springtime-for-the-artificial-leaf-1.15341	MALE	MALE
akira	doi:10.1038/nphys3410	2019	last	d41586-019-00647-3	MALE	MALE
akiyoshi	doi:10.1038/357356a0	2009	first	460171a.html	MALE	MALE
akiyoshi	doi:10.1038/357356a0	2009	last	460171a.html	MALE	MALE
alain	doi:10.1038/ncomms2311	2012	last	the-maths-of-the-pop-up-tent-1.12077	MALE	MALE
alain	doi:10.1038/nature09166	2010	last	news.2010.323.html	MALE	MALE
alain	doi:10.1038/nrc1886	2020	last	d41586-020-02383-5	MALE	MALE
alain	doi:10.1038/srep00579	2012	last	photosynthesis-like-process-found-in-insects-1.11214	MALE	MALE
alain	doi:10.1038/434973a	2005	first	050418-11.html	MALE	MALE
alain	doi:10.1038/nrc3005	2012	last	mouse-avatars-could-aid-pancreatic-cancer-therapy-1.10259	MALE	MALE
alain	doi:10.1038/nature13977	2014	first	banking-culture-primes-people-to-cheat-1.16380	MALE	MALE
alan	doi:10.1038/ng.2536	2017	last	neanderthal-tooth-plaque-hints-at-meals-and-kisses-1.21593	MALE	MALE
alan	doi:10.1038/519417a	2015	first	graphene-sandwich-makes-new-form-of-ice-1.17175	MALE	MALE
alan	doi:10.1038/nature06456	2014	last	research-integrity-cell-induced-stress-1.15507	MALE	MALE
alan	doi:10.1038/27650	2020	first	d41586-020-01091-4	MALE	MALE
alan	doi:10.1038/ng1297-423	2010	last	463422a.html	MALE	MALE
alan	doi:10.1038/nature06548	2010	last	463422a.html	MALE	MALE
alan	doi:10.1038/nature09785	2018	first	d41586-018-05971-8	MALE	MALE
alan	doi:10.1186/s12915-014-0087-z	2019	last	d41586-019-02262-8	MALE	MALE
alan	doi:10.1038/nature21674	2017	last	neanderthal-tooth-plaque-hints-at-meals-and-kisses-1.21593	MALE	MALE
alan	doi:10.1038/nature06456	2007	last	news.2007.245.html	MALE	MALE
alan	doi:10.1038/s41571-018-0055-6	2019	first	d41586-019-01086-w	MALE	MALE
alan	doi:10.1007/s00254-004-1083-3	2019	last	d41586-019-00842-2	MALE	MALE
alan	doi:10.1007/s00204-013-1117-2	2013	last	journal-editors-trade-blows-over-toxicology-1.13787	MALE	MALE
alan	doi:10.1038/nature25479	2018	first	d41586-018-01278-w	MALE	MALE
alan	doi:10.1038/nature21416	2019	last	d41586-019-01167-w	MALE	MALE
alan	doi:10.1038/s41586-020-3037-7	2020	first	d41586-020-03509-5	MALE	MALE
alan	doi:10.1186/s12915-014-0087-z	2014	last	microbiome-science-threatened-by-contamination-1.16327	MALE	MALE
alan	doi:10.1007/s10530-005-0232-2	2013	first	changes-to-canada-s-fisheries-law-alarm-biologists-1.14234	MALE	MALE
alan	doi:10.1038/519417a	2015	last	graphene-sandwich-makes-new-form-of-ice-1.17175	MALE	MALE
alan	doi:10.1038/nature11723	2020	last	d41586-020-00053-0	MALE	MALE
alan	doi:10.1038/ncb3626	2018	last	d41586-018-07188-1	MALE	MALE
alan	doi:10.1038/ng.2536	2019	last	d41586-019-02540-5	MALE	MALE
alan	doi:10.1038/nature11839	2013	last	polymer-can-turn-swimming-pool-to-jelly-1.12275	MALE	MALE
alan	doi:10.1038/s41558-018-0072-6	2020	last	d41586-020-03561-1	MALE	MALE
alan	doi:10.1038/nature20584	2020	last	d41586-020-00047-y	MALE	MALE
alan	doi:10.1038/ngeo988	2010	last	4671018a.html	MALE	MALE
alan	doi:10.1038/ni1344	2019	last	d41586-019-01764-9	MALE	MALE
alan	doi:10.1038/nphoton.2010.266	NA	last	NA	MALE	MALE
alan	doi:10.1038/ngeo2267	2014	last	prehistoric-currents-brought-icebergs-to-florida-1.16125	MALE	MALE
alan	doi:10.1038/nature06456	2013	last	stem-cell-cloner-acknowledges-errors-in-groundbreaking-paper-1.13060	MALE	MALE
alan	doi:10.1038/12845	2019	first	d41586-019-00145-6	MALE	MALE
alan	doi:10.1038/s41550-017-0361-4	2018	first	d41586-018-05552-9	MALE	MALE
alan	doi:10.1038/nature15697	2020	last	d41586-020-00766-2	MALE	MALE
