file_id	country	query_date	num_entries
d41586-019-01321-4	Canada	2021-03-16	1
d41586-019-01321-4	China	2021-03-16	1
d41586-019-01321-4	France	2021-03-16	2
d41586-019-01321-4	Germany	2021-03-16	2
d41586-019-01321-4	Hong Kong	2021-03-16	1
d41586-019-01321-4	Hungary	2021-03-16	1
d41586-019-01321-4	Japan	2021-03-16	1
d41586-019-01321-4	Norway	2021-03-16	1
d41586-019-01321-4	Poland	2021-03-16	1
d41586-019-01321-4	Spain	2021-03-16	1
d41586-019-01321-4	United Kingdom	2021-03-16	1
d41586-019-01321-4	United States	2021-03-16	3
d41586-019-01321-4	Vietnam	2021-03-16	1
d41586-019-00245-3	United States	2021-03-16	2
d41586-019-03587-0	Cambodia	2021-03-16	1
d41586-019-03587-0	France	2021-03-16	1
d41586-019-03587-0	United Kingdom	2021-03-16	1
d41586-019-03587-0	United States	2021-03-16	3
d41586-019-01213-7	Japan	2021-03-16	2
d41586-019-01213-7	United States	2021-03-16	1
d41586-020-02942-w	Canada	2021-03-16	1
d41586-020-02942-w	Germany	2021-03-16	1
d41586-020-02942-w	Italy	2021-03-16	1
d41586-020-02942-w	Switzerland	2021-03-16	1
d41586-020-02942-w	United States	2021-03-16	1
d41586-020-02716-4	Brazil	2021-03-16	1
d41586-018-05905-4	Germany	2021-03-16	2
d41586-018-05905-4	United Kingdom	2021-03-16	1
d41586-018-05905-4	United States	2021-03-16	2
d41586-017-07435-x	Germany	2021-03-16	1
d41586-017-07435-x	Japan	2021-03-16	1
d41586-017-07435-x	Netherlands	2021-03-16	2
d41586-017-07435-x	United Kingdom	2021-03-16	1
d41586-017-07435-x	United States	2021-03-16	3
d41586-018-05166-1	Germany	2021-03-16	1
d41586-018-05166-1	United Kingdom	2021-03-16	1
d41586-018-05166-1	United States	2021-03-16	2
d41586-018-06948-3	Australia	2021-03-16	2
d41586-018-06948-3	Austria	2021-03-16	1
d41586-018-06948-3	Belgium	2021-03-16	1
d41586-018-06948-3	Canada	2021-03-16	1
d41586-018-06948-3	China	2021-03-16	2
d41586-018-06948-3	Croatia	2021-03-16	1
d41586-018-06948-3	Estonia	2021-03-16	1
d41586-018-06948-3	Finland	2021-03-16	1
d41586-018-06948-3	France	2021-03-16	1
d41586-018-06948-3	Germany	2021-03-16	2
d41586-018-06948-3	Greece	2021-03-16	1
d41586-018-06948-3	Iceland	2021-03-16	1
d41586-018-06948-3	India	2021-03-16	1
d41586-018-06948-3	Iran	2021-03-16	1
d41586-018-06948-3	Ireland	2021-03-16	2
d41586-018-06948-3	Italy	2021-03-16	1
d41586-018-06948-3	Kuwait	2021-03-16	1
d41586-018-06948-3	Switzerland	2021-03-16	2
d41586-018-06948-3	United Kingdom	2021-03-16	4
d41586-018-06948-3	United States	2021-03-16	2
d41586-019-03951-0	United Kingdom	2021-03-16	1
d41586-019-03951-0	United States	2021-03-16	1
d41586-019-02936-3	United Kingdom	2021-03-16	2
d41586-019-02936-3	United States	2021-03-16	5
optics-leading-lights-1.16900	United Kingdom	2021-03-16	1
optics-leading-lights-1.16900	United States	2021-03-16	1
d41586-020-03187-3	China	2021-03-16	2
d41586-020-03187-3	United States	2021-03-16	2
d41586-019-02834-8		2021-03-16	1
d41586-019-02834-8	Austria	2021-03-16	1
d41586-019-02834-8	Italy	2021-03-16	1
d41586-019-02834-8	Japan	2021-03-16	1
d41586-019-02834-8	United Kingdom	2021-03-16	2
d41586-019-02834-8	United States	2021-03-16	6
developing-world-far-flung-physics-1.16361	Nepal	2021-03-16	2
d41586-018-03242-0	France	2021-03-16	1
d41586-018-03242-0	Germany	2021-03-16	1
d41586-018-03242-0	Mexico	2021-03-16	1
d41586-018-03242-0	United States	2021-03-16	2
d41586-019-02008-6	Namibia	2021-03-16	1
d41586-019-02008-6	United States	2021-03-16	3
d41586-020-01965-7	Belgium	2021-03-16	1
d41586-020-01965-7	Germany	2021-03-16	1
d41586-020-01965-7	Singapore	2021-03-16	1
d41586-020-01965-7	Switzerland	2021-03-16	1
d41586-020-01965-7	United Kingdom	2021-03-16	1
d41586-020-01965-7	United States	2021-03-16	2
news.2010.290.html	China	2021-03-16	1
news.2010.290.html	Finland	2021-03-16	1
d41586-018-00417-7		2021-03-16	2
d41586-018-00417-7	Finland	2021-03-16	1
d41586-018-00417-7	Russia	2021-03-16	1
d41586-018-00417-7	United States	2021-03-16	2
methane-exploded-from-arctic-sea-floor-as-ice-age-ended-1.22095	Germany	2021-03-16	1
methane-exploded-from-arctic-sea-floor-as-ice-age-ended-1.22095	Norway	2021-03-16	2
microbiology-here-s-looking-at-you-squid-1.16698	United States	2021-03-16	2
459316a.html		2021-03-16	1
459316a.html	Germany	2021-03-16	1
459316a.html	Switzerland	2021-03-16	1
459316a.html	United States	2021-03-16	2
d41586-018-05302-x	United Kingdom	2021-03-16	1
d41586-018-05302-x	United States	2021-03-16	2
d41586-019-03416-4	Australia	2021-03-16	1
d41586-019-03416-4	Austria	2021-03-16	1
d41586-019-03416-4	Belgium	2021-03-16	1
d41586-019-03416-4	Canada	2021-03-16	1
d41586-019-03416-4	China	2021-03-16	1
d41586-019-03416-4	Croatia	2021-03-16	1
d41586-019-03416-4	Denmark	2021-03-16	1
d41586-019-03416-4	Estonia	2021-03-16	1
d41586-019-03416-4	Finland	2021-03-16	1
d41586-019-03416-4	France	2021-03-16	1
d41586-019-03416-4	Germany	2021-03-16	1
d41586-019-03416-4	Greece	2021-03-16	1
d41586-019-03416-4	Iceland	2021-03-16	1
d41586-019-03416-4	Italy	2021-03-16	1
d41586-019-03416-4	Netherlands	2021-03-16	1
d41586-019-03416-4	Norway	2021-03-16	1
d41586-019-03416-4	Qatar	2021-03-16	1
d41586-019-03416-4	Saudi Arabia	2021-03-16	1
d41586-019-03416-4	United Kingdom	2021-03-16	2
d41586-019-03416-4	United States	2021-03-16	2
curing-blindness-vision-quest-1.15875	United Kingdom	2021-03-16	1
curing-blindness-vision-quest-1.15875	United States	2021-03-16	1
a-battle-of-the-sexes-is-waged-in-the-genes-1.17817	United Kingdom	2021-03-16	1
a-battle-of-the-sexes-is-waged-in-the-genes-1.17817	United States	2021-03-16	1
cell-biology-the-new-cell-anatomy-1.9476	France	2021-03-16	1
cell-biology-the-new-cell-anatomy-1.9476	Germany	2021-03-16	1
cell-biology-the-new-cell-anatomy-1.9476	Italy	2021-03-16	1
cell-biology-the-new-cell-anatomy-1.9476	Sweden	2021-03-16	2
cell-biology-the-new-cell-anatomy-1.9476	United Kingdom	2021-03-16	2
cell-biology-the-new-cell-anatomy-1.9476	United States	2021-03-16	3
d41586-018-07027-3	Germany	2021-03-16	1
d41586-018-07027-3	United Kingdom	2021-03-16	1
d41586-018-07027-3	United States	2021-03-16	3
d41586-018-05811-9	Switzerland	2021-03-16	1
d41586-018-05811-9	United States	2021-03-16	1
d41586-019-02745-8		2021-03-16	1
d41586-019-02745-8	France	2021-03-16	1
d41586-019-02745-8	Germany	2021-03-16	1
d41586-019-02745-8	United States	2021-03-16	4
d41586-019-02836-6		2021-03-16	1
d41586-019-02836-6	Germany	2021-03-16	3
d41586-019-02836-6	Spain	2021-03-16	1
d41586-019-02836-6	Switzerland	2021-03-16	1
d41586-019-02836-6	United Kingdom	2021-03-16	1
d41586-019-02836-6	United States	2021-03-16	5
459770a.html	Germany	2021-03-16	1
459770a.html	United Kingdom	2021-03-16	2
459770a.html	United States	2021-03-16	1
immunology-the-pursuit-of-happiness-1.14225		2021-03-16	1
immunology-the-pursuit-of-happiness-1.14225	United States	2021-03-16	1
d41586-020-01601-4	Denmark	2021-03-16	1
d41586-020-01601-4	Germany	2021-03-16	1
d41586-020-01601-4	United States	2021-03-16	2
d41586-020-00976-8	Austria	2021-03-16	1
d41586-020-00976-8	Canada	2021-03-16	1
d41586-020-00976-8	Denmark	2021-03-16	1
d41586-020-00976-8	Germany	2021-03-16	2
d41586-020-00976-8	Netherlands	2021-03-16	1
d41586-020-00976-8	United Kingdom	2021-03-16	1
d41586-018-02828-y	Australia	2021-03-16	2
d41586-018-02828-y	Canada	2021-03-16	1
d41586-018-02828-y	Germany	2021-03-16	1
d41586-018-02828-y	Japan	2021-03-16	1
d41586-018-02828-y	United Kingdom	2021-03-16	1
d41586-018-02828-y	United States	2021-03-16	1
evidence-based-justice-corrupted-memory-1.13543	United States	2021-03-16	1
d41586-018-06162-1		2021-03-16	1
d41586-018-06162-1	France	2021-03-16	1
d41586-018-06162-1	Singapore	2021-03-16	1
d41586-018-06162-1	Spain	2021-03-16	1
d41586-018-06162-1	United Kingdom	2021-03-16	1
d41586-018-06162-1	United States	2021-03-16	2
d41586-018-07262-8	France	2021-03-16	1
d41586-018-07262-8	Germany	2021-03-16	1
d41586-018-07262-8	Kazakhstan	2021-03-16	1
d41586-018-07262-8	Sweden	2021-03-16	1
d41586-018-07262-8	Switzerland	2021-03-16	1
d41586-018-07262-8	United States	2021-03-16	6
d41586-019-02069-7	Germany	2021-03-16	1
d41586-019-02069-7	Italy	2021-03-16	2
d41586-019-02069-7	United States	2021-03-16	2
d41586-019-03734-7	China	2021-03-16	1
d41586-019-03734-7	Germany	2021-03-16	2
d41586-019-03734-7	Japan	2021-03-16	3
d41586-019-03734-7	Switzerland	2021-03-16	2
d41586-019-03734-7	United Kingdom	2021-03-16	1
d41586-019-03734-7	United States	2021-03-16	2
d41586-019-02518-3	Switzerland	2021-03-16	1
d41586-019-02518-3	United States	2021-03-16	1
d41586-020-01653-6	France	2021-03-16	1
d41586-020-01653-6	Germany	2021-03-16	2
d41586-020-01653-6	United States	2021-03-16	4
d41586-018-07009-5	France	2021-03-16	1
d41586-018-07009-5	Germany	2021-03-16	1
d41586-018-07009-5	United States	2021-03-16	1
d41586-018-07851-7		2021-03-16	1
d41586-018-07851-7	China	2021-03-16	1
d41586-018-07851-7	Spain	2021-03-16	1
d41586-018-07851-7	Switzerland	2021-03-16	1
d41586-018-07851-7	Taiwan	2021-03-16	1
d41586-018-07851-7	United Kingdom	2021-03-16	1
d41586-018-07851-7	United States	2021-03-16	4
long-awaited-mathematics-proof-could-help-scan-earth-s-innards-1.21439	China	2021-03-16	1
long-awaited-mathematics-proof-could-help-scan-earth-s-innards-1.21439	Finland	2021-03-16	1
long-awaited-mathematics-proof-could-help-scan-earth-s-innards-1.21439	France	2021-03-16	1
long-awaited-mathematics-proof-could-help-scan-earth-s-innards-1.21439	United States	2021-03-16	1
d41586-019-03729-4	China	2021-03-16	1
d41586-019-03729-4	Spain	2021-03-16	1
d41586-019-03729-4	United States	2021-03-16	2
d41586-019-00236-4	Italy	2021-03-16	1
d41586-019-00236-4	United Kingdom	2021-03-16	1
d41586-019-00236-4	United States	2021-03-16	1
d41586-020-01684-z	China	2021-03-16	1
d41586-020-01684-z	France	2021-03-16	1
d41586-020-01684-z	Germany	2021-03-16	1
d41586-020-01684-z	Japan	2021-03-16	1
d41586-020-01684-z	United States	2021-03-16	2
d41586-020-00799-7	Israel	2021-03-16	2
d41586-019-00012-4	Canada	2021-03-16	1
d41586-019-00012-4	Czech Republic	2021-03-16	1
d41586-019-00012-4	Israel	2021-03-16	1
d41586-019-00012-4	United States	2021-03-16	1
d41586-020-03461-4	Italy	2021-03-16	1
d41586-020-03461-4	Poland	2021-03-16	1
d41586-020-03461-4	United Kingdom	2021-03-16	3
d41586-020-03461-4	United States	2021-03-16	4
d41586-018-02391-6	United States	2021-03-16	2
d41586-019-00932-1	United States	2021-03-16	1
d41586-020-01105-1	Australia	2021-03-16	2
d41586-020-01105-1	Italy	2021-03-16	1
d41586-020-01105-1	Japan	2021-03-16	1
d41586-020-01105-1	United Kingdom	2021-03-16	1
d41586-020-01105-1	United States	2021-03-16	4
d41586-020-00479-6	Germany	2021-03-16	2
d41586-020-00479-6	India	2021-03-16	1
d41586-020-00479-6	Italy	2021-03-16	1
d41586-020-00479-6	Japan	2021-03-16	1
d41586-020-00479-6	Sweden	2021-03-16	1
d41586-020-00479-6	Switzerland	2021-03-16	1
d41586-020-00479-6	United Kingdom	2021-03-16	1
d41586-020-00479-6	United States	2021-03-16	4
the-new-thermodynamics-how-quantum-physics-is-bending-the-rules-1.22937	United States	2021-03-16	1
450152a.html	United Kingdom	2021-03-16	1
450152a.html	United States	2021-03-16	1
d41586-018-01371-0	United States	2021-03-16	1
physics-quantum-computer-quest-1.16457	Australia	2021-03-16	1
physics-quantum-computer-quest-1.16457	Japan	2021-03-16	1
physics-quantum-computer-quest-1.16457	United States	2021-03-16	2
d41586-018-05245-3	Canada	2021-03-16	2
d41586-018-05245-3	Germany	2021-03-16	2
d41586-018-05245-3	Japan	2021-03-16	2
d41586-018-05245-3	Netherlands	2021-03-16	1
d41586-018-05245-3	United Kingdom	2021-03-16	2
d41586-018-05245-3	United States	2021-03-16	3
simulation-quantum-leaps-1.11806	Canada	2021-03-16	1
simulation-quantum-leaps-1.11806	Germany	2021-03-16	1
simulation-quantum-leaps-1.11806	United States	2021-03-16	4
d41586-018-05979-0	Austria	2021-03-16	1
d41586-018-05979-0	Canada	2021-03-16	2
d41586-018-05979-0	France	2021-03-16	2
d41586-018-05979-0	Germany	2021-03-16	1
d41586-018-05979-0	Norway	2021-03-16	1
d41586-018-05979-0	United States	2021-03-16	2
451512a.html	Tanzania	2021-03-16	1
451512a.html	United States	2021-03-16	2
463148a.html	Germany	2021-03-16	1
463148a.html	India	2021-03-16	2
463148a.html	United States	2021-03-16	1
d41586-019-03045-x	Germany	2021-03-16	1
d41586-019-03045-x	Italy	2021-03-16	1
d41586-019-03045-x	Switzerland	2021-03-16	2
d41586-019-03045-x	United States	2021-03-16	1
d41586-018-05637-5	Israel	2021-03-16	1
d41586-018-05637-5	Japan	2021-03-16	1
d41586-018-05637-5	United States	2021-03-16	1
465416a.html	United States	2021-03-16	1
d41586-019-02563-y	China	2021-03-16	1
d41586-019-02563-y	Israel	2021-03-16	1
d41586-019-02563-y	Japan	2021-03-16	1
d41586-019-02563-y	United Kingdom	2021-03-16	2
d41586-019-02563-y	United States	2021-03-16	5
460568a.html	France	2021-03-16	1
460568a.html	United States	2021-03-16	1
switzerland-braces-for-alpine-lake-tsunami-1.15815	Switzerland	2021-03-16	2
d41586-020-01974-6	Germany	2021-03-16	3
d41586-020-01974-6	Poland	2021-03-16	1
d41586-020-01974-6	Portugal	2021-03-16	1
d41586-020-01974-6	Switzerland	2021-03-16	1
d41586-020-01974-6	United Kingdom	2021-03-16	2
d41586-020-01974-6	United States	2021-03-16	3
d41586-019-00562-7	United States	2021-03-16	1
d41586-018-06199-2	United Kingdom	2021-03-16	2
d41586-018-06199-2	United States	2021-03-16	2
d41586-020-00564-w	Germany	2021-03-16	1
d41586-020-00564-w	United Kingdom	2021-03-16	2
d41586-020-00564-w	United States	2021-03-16	3
huge-landslide-triggered-rare-greenland-mega-tsunami-1.22374	United States	2021-03-16	1
d41586-018-06030-y	France	2021-03-16	1
d41586-018-06030-y	Japan	2021-03-16	1
d41586-018-06030-y	United States	2021-03-16	4
fluid-injection-causes-ground-to-creep-before-quakes-1.17727	France	2021-03-16	1
fluid-injection-causes-ground-to-creep-before-quakes-1.17727	United Kingdom	2021-03-16	1
chronic-diseases-spike-in-middle-east-as-conflicts-rage-1.22371	United States	2021-03-16	14
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	Australia	2021-03-16	1
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	Austria	2021-03-16	1
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	Canada	2021-03-16	1
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	Hungary	2021-03-16	1
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	United Kingdom	2021-03-16	1
toad-tadpoles-turn-homegrown-poisons-on-each-other-1.22734	United States	2021-03-16	1
d41586-019-02166-7	Australia	2021-03-16	1
d41586-019-02166-7	Germany	2021-03-16	1
d41586-019-02166-7	Italy	2021-03-16	1
d41586-019-02166-7	Norway	2021-03-16	1
d41586-019-02166-7	South Korea	2021-03-16	1
d41586-019-02166-7	Switzerland	2021-03-16	1
d41586-019-02166-7	United States	2021-03-16	4
how-honeycombs-can-build-themselves-1.13398	Germany	2021-03-16	1
how-honeycombs-can-build-themselves-1.13398	South Africa	2021-03-16	1
466022a.html	United States	2021-03-16	1
news.2008.912.html	Italy	2021-03-16	1
news.2008.1344.html	Australia	2021-03-16	1
news.2009.40.html	Belgium	2021-03-16	1
news.2009.40.html	France	2021-03-16	1
news.2009.40.html	Russia	2021-03-16	1
d41586-020-00535-1	Germany	2021-03-16	2
d41586-020-00535-1	Italy	2021-03-16	1
d41586-020-00535-1	Sweden	2021-03-16	1
d41586-020-00535-1	Switzerland	2021-03-16	1
d41586-020-00535-1	United Kingdom	2021-03-16	1
d41586-020-00535-1	United States	2021-03-16	4
news.2010.617.html	United States	2021-03-16	1
news.2010.651.html	Germany	2021-03-16	1
news.2010.651.html	United States	2021-03-16	1
giant-sperm-found-in-crustacean-fossils-1.15218	Hungary	2021-03-16	1
giant-sperm-found-in-crustacean-fossils-1.15218	Poland	2021-03-16	1
giant-sperm-found-in-crustacean-fossils-1.15218	Romania	2021-03-16	1
giant-sperm-found-in-crustacean-fossils-1.15218	Spain	2021-03-16	1
neanderthals-ate-their-greens-1.11030	Australia	2021-03-16	1
neanderthals-ate-their-greens-1.11030	Spain	2021-03-16	1
