query	query_date	place_id	osm_type	display_name	class	type	importance	address.country	address.country_code	un_region	un_subregion
general atomics	2021-02-03	18281619	node	General Atomics, John Hopkins Court, Torrey Pines, San Diego, San Diego County, California, 92093-0068, United States	building	office	0.587535809977585	United States	us	Americas	Northern America
robert c. byrd green bank telescope	2021-02-03	102881650	way	Green Bank Telescope, Slavin Hollow Road, Pocahontas County, West Virginia, 24944, United States	man_made	telescope	0.790988572487363	United States	us	Americas	Northern America
robert h. lurie children's hospital of chicago	2021-02-03	208072291	way	Ann & Robert H. Lurie Children's Hospital Heliport, Lurie Children's Hospital Emergency Lane, Streeterville, Near North Side, Chicago, Cook County, Illinois, 60611, United States	aeroway	helipad	0.701	United States	us	Americas	Northern America
saint louis zoo	2021-02-03	96373365	way	Saint Louis Zoo, 1, Government Drive, City of Saint Louis, Missouri, 63110, United States	tourism	zoo	0.623386683132434	United States	us	Americas	Northern America
brigham young university	2021-02-03	97425595	way	Brigham Young University, Campus Drive, Provo, Utah County, Utah, 84604, United States	amenity	university	0.852231384786617	United States	us	Americas	Northern America
national optical astronomy observatory	2021-02-03	39657118	node	National Optical Astronomy Observatory, 950, North Cherry Avenue, Tucson, Pima County, Arizona, 85721, United States	amenity	research_institute	0.401	United States	us	Americas	Northern America
massachusetts	2021-02-03	258278823	relation	Massachusetts, United States	boundary	administrative	0.836449761303479	United States	us	Americas	Northern America
terra bella	2021-02-03	258597384	relation	Terra Bella, Tulare County, California, United States	boundary	census	0.575700293936422	United States	us	Americas	Northern America
collaborative research centre	2021-02-03	234889363	way	Biosciences Collaborative Laboratory, de France Avenue, Ames Research Center, Mountain View, Santa Clara County, California, 94035-0016, United States	building	yes	0.201	United States	us	Americas	Northern America
saint louis university	2021-02-03	259124957	relation	Saint Louis University, 1, North Grand Boulevard, St Louis University, City of Saint Louis, Missouri, 63103, United States	amenity	university	0.77813837372741	United States	us	Americas	Northern America
us office of personnel management	2021-02-03	106443728	way	Office of Personnel Management, 1900, E Street Northwest, Washington, District of Columbia, 20006, United States	office	government	0.401	United States	us	Americas	Northern America
eugene	2021-02-03	257538846	relation	Eugene, Lane County, Oregon, United States	boundary	administrative	0.678763756395741	United States	us	Americas	Northern America
university of massachusetts,	2021-02-03	75830459	node	Cold Spring Orchard, 391, Sabin Street, Cold Spring, Belchertown, Hampshire County, Massachusetts, 01009, United States	shop	farm	0.101	United States	us	Americas	Northern America
ct	2021-02-03	258171713	relation	Connecticut, United States	boundary	administrative	0.818771933111505	United States	us	Americas	Northern America
research projects	2021-02-03	166563644	way	Defense Advanced Research Projects Agency, 675, North Randolph Street, Ballston, Arlington, Arlington County, Virginia, 22203, United States	office	government	0.201	United States	us	Americas	Northern America
denver museum of nature & science	2021-02-03	99790553	way	Denver Museum of Nature and Science, 2001, Colorado Boulevard, Denver, Denver County, Colorado, 80205, United States	tourism	museum	0.833256970094253	United States	us	Americas	Northern America
buck institute for research	2021-02-03	175713833	way	Buck Institute for Research on Aging, 8001, Redwood Boulevard, Novato, Marin County, California, 94945, United States	place	house	0.712019878936673	United States	us	Americas	Northern America
university of florence	2021-02-03	258686921	relation	Creighton University, North 19th Street, Omaha, Douglas County, Nebraska, 68110, United States	amenity	university	0.558770852912237	United States	us	Americas	Northern America
hartwick college	2021-02-03	121610396	way	Hartwick College, 1, Hartwick Drive, Oneonta, City of Oneonta, Otsego County, New York, 13820, United States	amenity	university	0.573438300637181	United States	us	Americas	Northern America
society of nuclear medicine	2021-02-03	108632117	way	Society of Nuclear Medicine and Molecular Imaging, Samuel Morse Drive, Pinecrest, Reston, Fairfax County, Virginia, 20190, United States	building	yes	0.401	United States	us	Americas	Northern America
crh	2021-02-03	2951088	node	Choate Rosemary Hall, 333, Christian Street, Wallingford, Connecticut, New Haven County, Connecticut, 06492, United States	amenity	school	0.381143934225165	United States	us	Americas	Northern America
university of california at davis	2021-02-03	258689332	relation	University of California, Davis, Russell Boulevard, Davis, Yolo County, California, 95616, United States	amenity	university	0.501	United States	us	Americas	Northern America
central intelligence agency	2021-02-03	134865123	way	Central Intelligence Agency, Clearview Manor, McLean, Fairfax County, Virginia, United States	landuse	government	0.5	United States	us	Americas	Northern America
west virginia department of environmental protection	2021-02-03	83977046	node	West Virginia Department of Environmental Protection, 607, 57th Street Southeast, Charleston, Kanawha County, West Virginia, 25304, United States	office	government	0.601	United States	us	Americas	Northern America
national reconnaissance office	2021-02-03	153231959	way	National Reconnaissance Office, Fairfax County, Virginia, United States	landuse	military	0.790008541274048	United States	us	Americas	Northern America
us cdc	2021-02-03	172987439	way	CDC, New Center, Detroit, Wayne County, Michigan, United States	landuse	farmyard	0.3	United States	us	Americas	Northern America
university of california, riverside	2021-02-03	33709158	node	UCR ARTSblock, 3824, Main Street, Riverside, Riverside County, California, 92501, United States	tourism	museum	0.458218474293395	United States	us	Americas	Northern America
university of namur	2021-02-03	2897922	node	Notre Dame de Namur University, Laxague Drive, Belmont, San Mateo County, California, 94002, United States	amenity	school	0.201	United States	us	Americas	Northern America
alliance	2021-02-03	257848637	relation	Alliance, Box Butte County, Nebraska, 69301, United States	boundary	administrative	0.545502923866838	United States	us	Americas	Northern America
us energy	2021-02-03	257952569	relation	Energy, Williamson County, Illinois, 62933, United States	boundary	administrative	0.523032671836241	United States	us	Americas	Northern America
seattle children's hospital	2021-02-03	259228662	relation	Seattle Children's Hospital, 4800, Sand Point Way Northeast, Laurelhurst, Seattle, King County, Washington, 98105, United States	amenity	hospital	0.678688679458624	United States	us	Americas	Northern America
northridge	2021-02-03	345694	node	Northridge, Los Angeles, Los Angeles County, California, 91324, United States	place	suburb	0.518973378442822	United States	us	Americas	Northern America
northwest fisheries science center	2021-02-03	173032772	way	Northwest Fisheries Science Center, 2725, Montlake Boulevard East, Montlake, Seattle, King County, Washington, 98112, United States	office	government	0.401	United States	us	Americas	Northern America
research rocket	2021-02-03	130028486	way	Research Park Boulevard Northwest, Rideout Village, Huntsville, Madison County, Alabama, 35814, United States	highway	motorway	0.2	United States	us	Americas	Northern America
smithsonian environmental research center	2021-02-03	258721015	relation	Smithsonian Environmental Research Center, Anne Arundel County, Maryland, United States	boundary	protected_area	0.702323854176492	United States	us	Americas	Northern America
duke clinical research institute	2021-02-03	100768801	way	Duke Clinical Research Institute, 300, West Morgan Street, American Tobacco Historic District, Durham, Durham County, North Carolina, 27701, United States	building	yes	0.401	United States	us	Americas	Northern America
dsm	2021-02-03	258271826	relation	Des Moines International Airport, IA 28, Des Moines, Polk County, Iowa, 50321, United States	aeroway	aerodrome	0.393012981942171	United States	us	Americas	Northern America
safeway	2021-02-03	173823433	way	Safeway, West Pierson Street, Phoenix, Maricopa County, Arizona, 85340, United States	shop	supermarket	0.381950414040809	United States	us	Americas	Northern America
colby college	2021-02-03	101282151	way	Colby College, 4000, Mayflower Hill Drive, Waterville, Kennebec County, Maine, 04901, United States	amenity	college	0.640907941903285	United States	us	Americas	Northern America
joint genome institute	2021-02-03	235834399	way	Joint Genome Institute, Smoot Road, Berkeley, Alameda County, California, 94720, United States	building	yes	0.610439474412231	United States	us	Americas	Northern America
trump administration	2021-02-03	445769	node	Trump, Baltimore County, Maryland, 21161, United States	place	hamlet	0.375244632729739	United States	us	Americas	Northern America
indiana university	2021-02-03	125822977	way	William H. Mathers Museum of World Cultures, 601, East 8th Street, Bloomington, Monroe County, Indiana, 47408, United States	tourism	museum	0.253150759043076	United States	us	Americas	Northern America
national research centre	2021-02-03	123856183	way	National Research Center, 30th Street, Boulder, Boulder County, Colorado, 80304, United States	building	office	0.201	United States	us	Americas	Northern America
university of eastern piedmont	2021-02-03	54983360	node	Clark University Graduate School of Geography, 936, Main Street, Main South, South Worcester, Worcester, Worcester County, Massachusetts, 01610, United States	office	educational_institution	0.201	United States	us	Americas	Northern America
wisconsin alumni research foundation	2021-02-03	101032142	way	Wisconsin Alumni Research Foundation, 614, Walnut Street, Madison, Dane County, Wisconsin, 53706, United States	building	university	0.401	United States	us	Americas	Northern America
usf	2021-02-03	258794377	relation	University of San Francisco, 2130, Fulton Street, North of Panhandle, San Francisco, San Francisco City and County, California, 94117, United States	amenity	university	0.483095905643059	United States	us	Americas	Northern America
emory university school of medicine	2021-02-03	101031365	way	Emory University School of Medicine, McTyeire Drive Northeast, Emory Highlands, Druid Hills, DeKalb County, Georgia, 30322, United States	amenity	college	0.501	United States	us	Americas	Northern America
pomona college	2021-02-03	193227969	way	Pomona College, Harrison Avenue, Claremont, Los Angeles County, California, 91711, United States	amenity	university	0.649611830504229	United States	us	Americas	Northern America
ogle	2021-02-03	258064016	relation	Ogle County, Illinois, United States	boundary	administrative	0.619540947885713	United States	us	Americas	Northern America
nvidia	2021-02-03	101896241	way	Nvidia, Santa Clara, Santa Clara County, California, United States	landuse	commercial	0.3	United States	us	Americas	Northern America
ncsu	2021-02-03	2661843	node	NCSU Pond Number One Dam, Wake County, North Carolina, 27603-2668, United States	waterway	dam	0.35	United States	us	Americas	Northern America
university of illinois	2021-02-03	24997928	node	Gameday Spirit, 2028, North Prospect Avenue, Champaign, Champaign County, Illinois, 61822, United States	shop	clothes	0.101	United States	us	Americas	Northern America
american museum of natural history	2021-02-03	181018011	way	American Museum of Natural History, 180, Central Park West, Upper West Side, Manhattan Community Board 7, Manhattan, New York County, New York, 10024, United States	tourism	museum	1.04240928202528	United States	us	Americas	Northern America
us centers for disease control and prevention	2021-02-03	96695743	way	Centers for Disease Control and Prevention Edward R. Roybal Campus, Clifton Heights Lane Northeast, Druid Hills, DeKalb County, Georgia, 1540, United States	office	research	0.701	United States	us	Americas	Northern America
planetary society	2021-02-03	188431321	way	The Planetary Society, Cordova Street, Pasadena, Los Angeles County, California, 91129, United States	building	yes	0.201	United States	us	Americas	Northern America
pennsylvania state university in state college	2021-02-03	147721263	way	Air Quality Learning and Demonstration Center, Air Quality Lane, Ferguson Township, Centre County, Pennsylvania, 16803, United States	tourism	attraction	0.401	United States	us	Americas	Northern America
international monetary fund	2021-02-03	258484235	relation	International Monetary Fund, 700, 19th Street Northwest, Golden Triangle, Washington, District of Columbia, 20052, United States	office	ngo	0.913937873889599	United States	us	Americas	Northern America
lcls	2021-02-03	113981149	way	LCLS X-Ray Transport Tunnel, Stanford Hills, San Mateo County, California, 94028, United States	highway	service	0.175	United States	us	Americas	Northern America
forty seven	2021-02-03	2501141	node	Cow Island Number Forty-seven, Memphis, Shelby County, Tennessee, United States	place	island	0.525	United States	us	Americas	Northern America
woods hole oceanographic institution	2021-02-03	189684904	way	Woods Hole Oceanographic Institution, Water Street, Woods Hole, Falmouth, Barnstable County, Massachusetts, 02543, United States	amenity	university	0.401	United States	us	Americas	Northern America
king juan carlos university	2021-02-03	152402826	way	King Juan Carlos I of Spain Center, 54, Washington Square South, Greenwich Village, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States	building	university	0.301	United States	us	Americas	Northern America
university of south carolina	2021-02-03	126084543	way	University of South Carolina, South Pickens Street, Hollywood, Columbia, Richland County, South Carolina, 29205, United States	amenity	university	0.923689910980171	United States	us	Americas	Northern America
engineering and medicine	2021-02-03	101669661	way	Fitzpatrick Center for Interdisciplinary Engineering, Medicine and Applied Sciences (FCIEMAS), 101, Science Drive, Durham, Durham County, North Carolina, 27705, United States	building	yes	0.301	United States	us	Americas	Northern America
xcel energy	2021-02-03	119271696	way	Xcel Energy, 1901, East Horsetooth Road, Peachtree, Fort Collins, Larimer County, Colorado, 80525, United States	building	yes	0.581776066939633	United States	us	Americas	Northern America
gallup	2021-02-03	258164532	relation	Gallup, McKinley County, New Mexico, 87301, United States	boundary	administrative	0.564154606259328	United States	us	Americas	Northern America
caltech submillimeter observatory	2021-02-03	103887235	way	Caltech Submillimeter Observatory, Mauna Kea Access Road, HawaiÊ»i County, Hawaii, United States	man_made	observatory	0.662945678183792	United States	us	Americas	Northern America
icesat	2021-02-03	203547980	way	ICESat Road, Glenn Dale, Prince George's County, Maryland, 20771, United States	highway	unclassified	0.2	United States	us	Americas	Northern America
heidelberg university	2021-02-03	164310513	way	Heidelberg University, Governor's Trail, College Hill, Tiffin, Seneca County, Ohio, 44883, United States	amenity	university	0.519018527529768	United States	us	Americas	Northern America
laval university	2021-02-03	91625841	way	Laval Drive, Blackberry Estates, University City, Saint Louis County, Missouri, 63132, United States	highway	residential	0.3	United States	us	Americas	Northern America
research mission	2021-02-03	169420504	way	University of Kansas Medical Center Research Institute, 4330, Shawnee Mission Parkway, Fairway, Johnson County, Kansas, 66205, United States	place	house	0.201	United States	us	Americas	Northern America
astronomical observatory	2021-02-03	88928538	way	Astronomical Observatory, Caddo Parish, Louisiana, United States	highway	residential	0.3	United States	us	Americas	Northern America
american medical association	2021-02-03	124480513	way	American Medical Association, 515, North State Street, Magnificent Mile, Near North Side, Chicago, Cook County, Illinois, 60611, United States	building	office	0.301	United States	us	Americas	Northern America
the washington post	2021-02-03	259037983	relation	Washington, District of Columbia, United States	boundary	administrative	0.849288898611582	United States	us	Americas	Northern America
cdw	2021-02-03	166168670	way	CDW, 200, North Milwaukee Avenue, Mellody Farm, Vernon Hills, Lake County, Illinois, 60061, United States	building	commercial	0.430139264553753	United States	us	Americas	Northern America
american cancer society	2021-02-03	296512848	node	American Cancer Society, 3709, West Jetton Avenue, Palma Ceia, Tampa, Hillsborough County, Florida, 33629, United States	office	ngo	0.301	United States	us	Americas	Northern America
us national guard	2021-02-03	165631796	way	US National Guard, Montgomery County, Maryland, United States	landuse	military	0.5	United States	us	Americas	Northern America
mississippi	2021-02-03	258375642	relation	Mississippi, United States	boundary	administrative	0.800391778545257	United States	us	Americas	Northern America
sloan digital sky survey	2021-02-03	3752682	node	Sloan Digital Sky Survey telescope, Apache Point Road, Otero County, New Mexico, 88349, United States	man_made	telescope	0.401	United States	us	Americas	Northern America
suny upstate medical university	2021-02-03	300965654	way	SUNY Upstate Medical University Bursar Office, 155, Elizabeth Blackwell Street, University Hill, Syracuse, Onondaga County, New York, 13210, United States	building	yes	0.401	United States	us	Americas	Northern America
boeing	2021-02-03	217291868	way	Boeing, Pasadena, Harris County, Texas, United States	landuse	commercial	0.3	United States	us	Americas	Northern America
hertz	2021-02-03	103372207	way	Hertz, Westchester, Los Angeles, Los Angeles County, California, United States	landuse	commercial	0.3	United States	us	Americas	Northern America
erma	2021-02-03	258445399	relation	Erma, Lower Township, Cape May County, New Jersey, United States	place	census-designated	0.43674906391142	United States	us	Americas	Northern America
withers	2021-02-03	423638	node	Withers, Washington County, Virginia, United States	place	hamlet	0.35	United States	us	Americas	Northern America
space telescope science institute	2021-02-03	52509642	node	Space Telescope Science Institute, 3700, San Martin Drive, Wyman Park, Baltimore, Maryland, 21218, United States	office	administrative	0.401	United States	us	Americas	Northern America
maryland	2021-02-03	258170637	relation	Maryland, United States	boundary	administrative	0.824620353023131	United States	us	Americas	Northern America
tennessee valley authority	2021-02-03	108570171	way	Tennessee Valley Authority, 1101, Market Street, Chattanooga, Hamilton County, Tennessee, 37402, United States	building	commercial	0.778949510198751	United States	us	Americas	Northern America
betty moore foundation	2021-02-03	76687108	node	Annual Reviews, 4116 Park Boulevard, Palo Alto, CA 94306, Palo Alto, Santa Clara County, California, 94306, United States	shop	bookmaker	0.001	United States	us	Americas	Northern America
new york institute of technology	2021-02-03	214578329	way	New York Institute of Technology, North Hempstead Turnpike, Old Westbury, Oyster Bay, Nassau County, New York, 11548, United States	amenity	university	0.501	United States	us	Americas	Northern America
netflix	2021-02-03	169311000	way	Netflix, 3175, Northeast Aloclek Drive, East Hillsboro, Hillsboro, Metro, Northeast Hillsboro Industrial District, Oregon, 97124, United States	office	company	0.101	United States	us	Americas	Northern America
us department of health and human services	2021-02-03	176345296	way	Department of Health and Human Services, 221, State Street, Augusta, Kennebec County, Maine, 04330, United States	office	government	0.701	United States	us	Americas	Northern America
berkeley center	2021-02-03	118620616	way	Berkeley Center, 3000, North Lemon Street, Downtown Fullerton, Fullerton, Orange County, California, 92832, United States	building	yes	0.201	United States	us	Americas	Northern America
qiagen	2021-02-03	41703932	node	QIAGEN, 1700, Seaport Boulevard, Pacific Shores Center, Redwood City, San Mateo County, California, 94063, United States	office	it	0.101	United States	us	Americas	Northern America
national academy of medicine	2021-02-03	101801329	way	Academy of Medicine, 7th Street Northeast, Atlanta, Fulton County, Georgia, 30308, United States	amenity	school	0.428160971568546	United States	us	Americas	Northern America
delaware	2021-02-03	257993619	relation	Delaware, United States	boundary	administrative	0.783550568235905	United States	us	Americas	Northern America
bigelow aerospace of las vegas	2021-02-03	161499859	way	Bigelow Aerospace, LLC, 1899, West Brooks Avenue, North Las Vegas, Clark County, Nevada, 89032, United States	man_made	works	0.80124284206117	United States	us	Americas	Northern America
stony brook university medical center	2021-02-03	104502319	way	Stony Brook University, 100, Nicolls Road, Suffolk County, New York, 11794, United States	amenity	university	0.803198357564167	United States	us	Americas	Northern America
urbana-champaign	2021-02-03	258133881	relation	Urbana, Champaign County, Illinois, United States	boundary	administrative	0.737432720198099	United States	us	Americas	Northern America
john jay college of criminal justice	2021-02-03	169888445	way	John Jay College of Criminal Justice, 11th Avenue, Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, New York, 10018, United States	amenity	college	0.987075864564083	United States	us	Americas	Northern America
us department of agriculture forest service	2021-02-03	48599253	node	US Department of Agriculture, Maine Avenue Southwest, Washington, District of Columbia, 20250, United States	office	government	1.00973759439018	United States	us	Americas	Northern America
earth institute	2021-02-03	197272744	way	Southwestern College & New Earth Institute, 3960, San Felipe Road, Santa Fe, Santa Fe County, New Mexico, 87507, United States	amenity	college	0.366903631515068	United States	us	Americas	Northern America
marquette university	2021-02-03	258967349	relation	Marquette University, West Canal Street, Menomonee River Valley, Milwaukee, Milwaukee County, Wisconsin, 53208, United States	amenity	university	0.69509364958047	United States	us	Americas	Northern America
department of radiation oncology	2021-02-03	204988396	way	Department of Radiation Oncology, 2280, Inwood Road, Dallas, TX, Dallas, Dallas County, Texas, 75390, United States	building	university	0.401	United States	us	Americas	Northern America
sierra club	2021-02-03	129277947	way	Yosemite Conservation Heritage Center, Valley Loop Trail, Curry Village, Mariposa County, California, 95389, United States	tourism	museum	0.349235472656649	United States	us	Americas	Northern America
american southwest	2021-02-03	131418716	way	American, Bounce, Midland, Midland County, Texas, United States	highway	service	0.175	United States	us	Americas	Northern America
stanford linear accelerator center	2021-02-03	299175282	way	Stanford Linear Accelerator Center National Accelerator Laboratory, Sand Hill Road, Menlo Park, San Mateo County, California, 94028, United States	amenity	research_center	0.827082745074033	United States	us	Americas	Northern America
kqed	2021-02-03	45347963	node	KQED, 50, West San Fernando Street, Downtown Historic District, San Jose, Santa Clara County, California, 95110, United States	amenity	studio	0.439805842395375	United States	us	Americas	Northern America
university of california at berkeley	2021-02-03	258416614	relation	University of California, Berkeley, North Street, Panoramic Hill, Berkeley, Alameda County, California, 94720-1076, United States	amenity	university	1.1481943782617	United States	us	Americas	Northern America
hyundai motor	2021-02-03	133389707	way	Lithia Hyundai Of Odessa, John Ben Shepperd Parkway Boulevard, ASB Replat, Odessa, Ector County, Texas, 79762, United States	shop	car	0.101	United States	us	Americas	Northern America
us social security administration	2021-02-03	76558039	node	US Social Security Administration, West Sedgley Avenue, Philadelphia, Philadelphia County, Pennsylvania, 19132, United States	office	government	0.401	United States	us	Americas	Northern America
james madison university	2021-02-03	259182914	relation	James Madison University, Harrison Street, Harrisonburg, Rockingham County, Virginia, 22801, United States	amenity	university	0.764385501255418	United States	us	Americas	Northern America
ewing bank	2021-02-03	257926178	relation	Ewing, Franklin County, Illinois, United States	boundary	administrative	0.524872581583534	United States	us	Americas	Northern America
lawrence livermore national laboratory	2021-02-03	95865246	way	Lawrence Livermore National Laboratory, South Vasco Road, Livermore, Alameda County, California, 94550, United States	amenity	science_park	0.893328255224182	United States	us	Americas	Northern America
vu university medical center	2021-02-03	201868510	way	The Vue, Fayetteville, Washington County, Arkansas, United States	place	neighbourhood	0.35	United States	us	Americas	Northern America
isro satellite center	2021-02-03	68074173	node	The Satellite Center, Williams Boulevard, Kenner, Jefferson Parish, Louisiana, 70062, United States	shop	yes	0.201	United States	us	Americas	Northern America
micron technology	2021-02-03	139763063	way	Micron Technology, Boise, Ada County, Idaho, United States	landuse	industrial	0.4	United States	us	Americas	Northern America
molecular ecology	2021-02-03	257345614	way	Wildlife Molecular Ecology Office, 2322, Mowry Road, Gainesville, Alachua County, Florida, 32611, United States	office	research	0.201	United States	us	Americas	Northern America
hastings center	2021-02-03	459457	node	Hastings Center, Town of Hastings, Oswego County, New York, 13036, United States	place	hamlet	0.45	United States	us	Americas	Northern America
small earth nepal	2021-02-03	88622633	way	Small Street, White Earth, Mountrail County, North Dakota, United States	highway	residential	0.3	United States	us	Americas	Northern America
los angeles times	2021-02-03	258868206	relation	Los Angeles Times, 202, South Spring Street, Historic Core District, Downtown, Los Angeles, Los Angeles County, California, 90013, United States	office	newspaper	0.503130333992136	United States	us	Americas	Northern America
belle ii	2021-02-03	294506250	way	2, Belle, San Juan County, Washington, 98279, United States	place	house	0.101	United States	us	Americas	Northern America
the university of texas md anderson cancer center	2021-02-03	103450497	way	University of Texas MD Anderson Cancer Center, 1515, Holcombe Boulevard, Texas Medical Center, Houston, Harris County, Texas, 77030, United States	amenity	hospital	1.04319043229938	United States	us	Americas	Northern America
university of miami	2021-02-03	201200428	way	University of Miami, Fate Bridge, Coral Gables, Miami-Dade County, Florida, 33124, United States	amenity	university	0.846468701525174	United States	us	Americas	Northern America
us department of commerce	2021-02-03	229151840	way	US Department of Commerce, Observatory Avenue, Garden Court Apartments, Ukiah, Mendocino County, California, 95482, United States	building	yes	0.401	United States	us	Americas	Northern America
northrop grumman	2021-02-03	240632398	way	Northrop Grumman, Mesa, Maricopa County, Arizona, United States	landuse	industrial	0.4	United States	us	Americas	Northern America
armstrong flight research center	2021-02-03	243644685	way	Armstrong Flight Research Center, Forbes Avenue, Kern County, California, 93524, United States	aeroway	aerodrome	0.401	United States	us	Americas	Northern America
uniformed services university	2021-02-03	161336966	way	Uniformed Services University of the Health Sciences, 4301, Jones Bridge Road, Bethesda, Montgomery County, Maryland, 20814, United States	place	house	0.739197856791149	United States	us	Americas	Northern America
us federal trade commission	2021-02-03	258221902	relation	Federal Trade Commission, 600, Pennsylvania Avenue Northwest, Penn Quarter, Washington, District of Columbia, 20565, United States	office	government	0.474617736328324	United States	us	Americas	Northern America
aurora flight sciences	2021-02-03	109389915	way	Orbital Sciences Corporation Launch Systems Group L-1011 Flight Operations, 17143, Avtel Street, Mojave, Kern County, California, 93501, United States	building	yes	0.201	United States	us	Americas	Northern America
military college of south carolina	2021-02-03	195543970	way	The Citadel, 171, Moultrie Street, Charleston, Charleston County, South Carolina, 29409, United States	amenity	university	0.631222267761364	United States	us	Americas	Northern America
rensselaer polytechnic institute in troy	2021-02-03	259514286	relation	Rensselaer Polytechnic Institute, 110, 8th Street, Downtown, City of Troy, Rensselaer County, New York, 12180, United States	amenity	university	0.985127795668338	United States	us	Americas	Northern America
nasa headquarters	2021-02-03	103417943	way	National Aeronautics and Space Administration Headquarters, E Street Southwest, Southwest Employment Area, Washington, District of Columbia, 20546, United States	office	government	0.101	United States	us	Americas	Northern America
merck & co.	2021-02-03	299016689	node	Merck & Co., 4633, Merck Road, Finch Mill, Wilson, Wilson County, North Carolina, 27893, United States	amenity	pharmacy	0.201	United States	us	Americas	Northern America
university of texas md anderson cancer center	2021-02-03	103450497	way	University of Texas MD Anderson Cancer Center, 1515, Holcombe Boulevard, Texas Medical Center, Houston, Harris County, Texas, 77030, United States	amenity	hospital	1.04319043229938	United States	us	Americas	Northern America
miami university of ohio in oxford	2021-02-03	134890642	way	Miami University, McKee Avenue, Oxford, Oxford Township, Butler County, Ohio, 45056, United States	amenity	university	0.901832830623064	United States	us	Americas	Northern America
hhs	2021-02-03	101633556	way	U.S. Department of Health and Human Services, Center Leg Freeway, Southwest Employment Area, Washington, District of Columbia, 20546, United States	office	government	0.27381125651268	United States	us	Americas	Northern America
appalachia	2021-02-03	257877414	relation	Appalachia, Wise County, Virginia, 24216, United States	boundary	administrative	0.462086077089553	United States	us	Americas	Northern America
university of california san francisco	2021-02-03	99733448	way	University of California, San Francisco, Irving Street, Inner Sunset, San Francisco, San Francisco City and County, California, 94122, United States	amenity	university	0.979827038246968	United States	us	Americas	Northern America
icahn school of medicine	2021-02-03	156253448	way	Icahn School of Medicine at Mount Sinai, 1184, 5th Avenue, Manhattan Community Board 11, Manhattan, New York County, New York, 10029, United States	building	hospital	0.791742165798516	United States	us	Americas	Northern America
tulane university school of medicine	2021-02-03	169112739	way	Tulane University School of Medicine, 131, South Robertson Street, Storyville, New Orleans, Orleans Parish, Louisiana, 70112, United States	building	yes	0.501	United States	us	Americas	Northern America
university of potsdam	2021-02-03	114514033	way	State University of New York at Potsdam, 44, Pierrepont Avenue, Potsdam, Saint Lawrence County, New York, 13676, United States	amenity	university	0.665126099291008	United States	us	Americas	Northern America
university of california in santa cruz	2021-02-03	75590962	node	University of California, Santa Cruz, Coolidge Drive, Santa Cruz, Santa Cruz County, California, 95064, United States	tourism	information	0.501	United States	us	Americas	Northern America
scripps	2021-02-03	149620798	way	Scripps, Asilomar Avenue, Pacific Grove Acres, Pacific Grove, Monterey County, California, 93950-2424, United States	building	yes	0.101	United States	us	Americas	Northern America
zebrafish international resource center	2021-02-03	226773628	way	Zebrafish International Resource Center, 1307, Franklin Boulevard, Eugene, Lane County, Oregon, 97403-5274, United States	building	yes	0.401	United States	us	Americas	Northern America
university of rutgers	2021-02-03	185251759	way	Rutgers University Newark, Washington Street, Teachers Village, Newark, Essex County, New Jersey, 07102, United States	amenity	university	0.561038475674441	United States	us	Americas	Northern America
arianespace	2021-02-03	79847733	node	Arianespace, Inc., 5335, Wisconsin Avenue Northwest, Friendship Heights, Washington, District of Columbia, 20007, United States	office	company	0.101	United States	us	Americas	Northern America
mason inman	2021-02-03	223001264	way	Mason Road, Pleasent Meadows Apartments, Inman, Spartanburg County, South Carolina, 29349, United States	highway	residential	0.3	United States	us	Americas	Northern America
spirit	2021-02-03	373450	node	Spirit, Town of Spirit, Price County, Wisconsin, United States	place	village	0.36851441835616	United States	us	Americas	Northern America
burke museum of natural history and culture	2021-02-03	127334627	way	Burke Museum of Natural History and Culture, 4300, 15th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States	tourism	museum	1.04572520594953	United States	us	Americas	Northern America
kennedy space center	2021-02-03	99967594	way	Kennedy Space, Bus Drop-Off, Brevard County, Florida, United States	amenity	parking	0.201	United States	us	Americas	Northern America
potash corporation of saskatchewan	2021-02-03	180233467	way	Potash Corporation of Saskatchewan Nitrogen Fertilizer, Augusta, Richmond County, Georgia, United States	landuse	industrial	0.6	United States	us	Americas	Northern America
eli	2021-02-03	258404300	relation	Ely, White Pine County, Nevada, United States	boundary	administrative	0.445859697073655	United States	us	Americas	Northern America
bard college	2021-02-03	166142313	way	Bard College, 30, Campus Road, Annandale-on-Hudson, Town of Red Hook, Dutchess County, New York, 12504, United States	amenity	college	0.665268080528699	United States	us	Americas	Northern America
medical university of south carolina	2021-02-03	258977557	relation	The Medical University of South Carolina, 171, Gadsden Green Homes, Charleston, Charleston County, South Carolina, 29425, United States	leisure	park	0.862086077089553	United States	us	Americas	Northern America
xprize foundation	2021-02-03	42269322	node	Xprize Foundation, 900, West Slauson Avenue, Fox Hills, Culver City, Los Angeles County, California, 90230-6482, United States	office	company	0.201	United States	us	Americas	Northern America
dca	2021-02-03	224465042	way	Disney California Adventure, 1620, South Disneyland Drive, Anaheim, Orange County, California, 92802, United States	tourism	theme_park	0.462070869758741	United States	us	Americas	Northern America
