file_id	year	authors	journo_file_id
nature.2016.20176	2016	Dalmeet Singh Chawla	nature.2016.20176
nj7610-190a	2016	Amber Dance	nj7610-190a
women-under-represented-in-world-s-science-academies-1.19465	2016		women-under-represented-in-world-s-science-academies-1.19465
swiss-scientists-to-regain-full-access-to-eu-research-programmes-1.21225	2016	Alison Abbott	nature.2016.21225
fatal-french-clinical-trial-failed-to-check-data-before-raising-drug-dose-1.21190	2016	James Randerson	nature.2016.21190
brain-scan-hints-at-first-simple-test-for-concussion-1.21227	2016	Lisa Vincenz-Donnelly	nature.2016.21227
2016-in-pictures-the-best-science-images-of-the-year-1.21156	2016	Daniel Cressey	540500a
2016-in-news-the-science-events-that-shaped-the-year-1.21159	2016	Alison Abbott; Declan Butler; Davide Castelvecchi; Daniel Cressey; Elizabeth Gibney; Heidi Ledford; Jane J Lee; Lauren Morello; Sara Reardon; Jeff Tollefson; Alexandra Witze	540496a
NA	2016		nature.2016.21185
bat-banter-is-surprisingly-nuanced-1.21215	2016	Ramin Skibba	nature.2016.21215
satellite-system-tracks-glaciers-flow-in-real-time-1.21165	2016	Jeff Tollefson	nature.2016.21165
best-features-of-2016-1.21162	2016		nature.2016.21162
ephemeral-antimatter-atoms-pinned-down-in-milestone-laser-test-1.21193	2016	Davide Castelvecchi	nature.2016.21193
us-drug-approvals-plummet-in-2016-1.21192	2016	Heidi Ledford	nature.2016.21192
NA	2016		nature.2016.21206
why-humans-develop-sex-cells-as-embryos-but-corals-don-t-1.21218	2016	Philip Ball	nature.2016.21218
boost-your-career-prospects-in-2017-1.21187	2016		nature.2016.21187
us-earth-scientists-plan-for-uncertain-future-under-trump-1.21213	2016	Jeff Tollefson; Alexandra Witze	540492a
swiss-survey-highlights-potential-flaws-in-animal-studies-1.21093	2016	Ramin Skibba	nature.2016.21093
world-health-organization-rethinks-its-response-to-disease-outbreaks-1.21134	2016	Erika Check Hayden	nature.2016.21134
graphene-spiked-silly-putty-picks-up-human-pulse-1.21133	2016	Mark Peplow	nature.2016.21133
top-multimedia-picks-of-2016-1.21184	2016		nature.2016.21184
gene-drive-moratorium-shot-down-at-un-biodiversity-meeting-1.21216	2016	Ewen Callaway	nature.2016.21216
controversial-impact-factor-gets-a-heavyweight-rival-1.21131	2016	Richard Van Noorden	nature.2016.21131
does-it-matter-if-donald-trump-has-a-science-adviser-1.21129	2016	Alexandra Witze	nature.2016.21129
fingernail-absolves-lead-poisoning-in-death-of-arctic-explorer-1.21128	2016	Alexandra Witze	nature.2016.21128
italian-scientists-won-t-miss-departing-prime-minister-matteo-renzi-1.21139	2016	Alison Abbott	nature.2016.21139
ligo-black-hole-echoes-hint-at-general-relativity-breakdown-1.21135	2016	Zeeya Merali	nature.2016.21135
brexit-by-the-numbers-the-fear-of-brain-drain-1.21142	2016	Daniel Cressey	nature.2016.21142
what-trump-s-pick-for-secretary-of-state-could-mean-for-climate-policy-1.21153	2016	Jeff Tollefson; Alexandra Witze	nature.2016.21153
lhc-scientists-bring-conference-to-deported-physicist-1.21155	2016	Declan Butler	nature.2016.21155
trump-s-pick-for-energy-secretary-once-sought-to-eliminate-doe-1.21160	2016	Jeff Tollefson	nature.2016.21160
algorithms-compete-to-predict-recipe-for-cancer-vaccine-1.21152	2016	Heidi Ledford	540328a
is-donald-trump-pushing-more-scientists-towards-political-activism-1.21130	2016	Emma Marris	nature.2016.21130
tech-giants-open-virtual-worlds-to-bevy-of-ai-programs-1.21151	2016	Davide Castelvecchi	540323a
incredibly-thin-arctic-sea-ice-shocks-researchers-1.21163	2016	Richard Monastersky	nature.2016.21163
meet-chewie-the-biggest-australopithecus-on-record-1.21144	2016	Ewen Callaway	nature.2016.21144
mexico-proposal-to-ban-human-embryo-research-would-stifle-science-1.21109	2016	Sara Reardon	540180a
pitch-aware-marmosets-provide-new-model-for-human-hearing-1.21140	2016	Sara Reardon	nature.2016.21140
europe-s-galileo-satellites-herald-new-era-for-earth-science-1.21183	2016	Declan Butler	nature.2016.21183
big-biology-projects-warm-up-to-preprints-1.21074	2016	Elie Dolgin	nature.2016.21074
experimental-treatments-aim-to-prevent-brain-damage-in-babies-1.21060	2016	Erika Check Hayden	540017a
tracking-the-trump-transition-agency-by-agency-1.21032	2016	Jeff Tollefson; Sara Reardon; Alexandra Witze; Heidi Ledford	nature.2016.21032
europe-s-first-mars-rover-gets-funding-despite-crash-of-test-craft-1.21091	2016	Elizabeth Gibney	nature.2016.21091
deforestation-spikes-in-brazilian-amazon-1.21083	2016	Jeff Tollefson	nature.2016.21083
uk-moves-closer-to-allowing-three-parent-babies-1.21067	2016	Ewen Callaway	nature.2016.21067
NA	2016	Daniel Cressey	nature.2016.21075
battle-over-us-overtime-pay-rules-leaves-many-postdocs-in-limbo-1.21084	2016	Anna Nowogrodzki	nature.2016.21084
sacking-of-prominent-geoscientist-rocks-community-1.21095	2016	Quirin Schiermeier	nature.2016.21095
black-hole-fireworks-win-big-in-multimillion-dollar-science-prizes-1.21087	2016	Zeeya Merali	nature.2016.21087
help-wanted-canada-begins-search-for-chief-science-adviser-1.21097	2016	Nicola Jones	nature.2016.21097
crispr-heavyweights-battle-in-us-patent-court-1.21101	2016	Sara Reardon	nature.2016.21101
NA	2016	Davide Castelvecchi	nature.2016.21102
stopgap-spending-bill-leaves-us-scientists-in-limbo-1.21112	2016	Ramin Skibba	nature.2016.21112
researchers-baffled-by-nationalist-surge-1.21110	2016	Jeff Tollefson	540182a
trump-s-pick-for-environment-agency-chief-sued-government-over-climate-rules-1.21127	2016	Jeff Tollefson	nature.2016.21127
long-sought-signal-deepens-mystery-of-fast-radio-bursts-1.20993	2016	Elizabeth Gibney	nature.2016.20993
peer-review-heroes-do-lion-s-share-of-the-work-1.21031	2016	Brigitte Osterath	nature.2016.21031
rock-core-from-dinosaur-killing-impact-reveals-how-enormous-craters-form-1.20994	2016	Alexandra Witze	nature.2016.20994
argentina-president-s-first-budget-angers-scientists-1.21013	2016	Valeria Román	nature.2016.21013
laser-used-to-control-mouse-s-brain-and-speed-up-milkshake-consumption-1.20995	2016	Sara Reardon	nature.2016.20995
brazil-s-scientists-battle-to-escape-20-year-funding-freeze-1.21014	2016	Claudio Angelo	nature.2016.21014
uk-politicians-demand-brexit-guarantee-for-eu-scientists-1.21015	2016	Daniel Cressey	nature.2016.21015
cautious-welcome-for-uk-government-s-vague-2-billion-research-pledge-1.21022	2016	Daniel Cressey; Richard Van Noorden	nature.2016.21022
geneticists-hope-to-unlock-secrets-of-bats-complex-sounds-1.20997	2016	Ramin Skibba	nature.2016.20997
immigrant-and-minority-scientists-shaken-by-trump-win-1.21030	2016	Heidi Ledford; Sara Reardon; Ramin Skibba	539476a
first-middle-eastern-x-ray-factory-readies-for-action-1.21029	2016	Elizabeth Gibney	539475a
external-brain-stimulation-goes-deep-1.21020	2016	Sara Reardon	nature.2016.21020
uk-scientists-excited-by-surprise-2-billion-government-windfall-1.21038	2016	Elizabeth Gibney	nature.2016.21038
updated-ngago-gene-editing-controversy-escalates-in-peer-reviewed-papers-1.21023	2016	David Cyranoski	nature.2016.21023
failed-alzheimer-s-trial-does-not-kill-leading-theory-of-disease-1.21045	2016	Alison Abbott; Elie Dolgin	nature.2016.21045
living-cells-bind-silicon-and-carbon-for-the-first-time-1.21037	2016	Davide Castelvecchi	nature.2016.21037
science-europe-lobby-group-hit-by-sudden-exodus-1.21064	2016	Inga Vesper	nature.2016.21064
trump-s-pick-for-us-health-secretary-has-pushed-to-cut-science-spending-1.21066	2016	Sara Reardon	nature.2016.21066
i-can-haz-more-science-emoji-host-of-nerd-icons-proposed-1.20960	2016	Katherine Bourzac	nature.2016.20960
the-quiet-rise-of-the-nih-s-hot-new-metric-1.20957	2016	Gautam Naik	539150a
pollsters-struggle-to-explain-failures-of-us-presidential-forecasts-1.20968	2016	Ramin Skibba	nature.2016.20968
brexit-chancellor-s-annual-address-is-a-science-nail-biter-1.20959	2016	Elizabeth Gibney	539148a
quest-to-map-africa-s-soil-microbiome-begins-1.20956	2016	Sarah Wild	539152a
donald-trump-s-us-election-win-stuns-scientists-1.20952	2016	Jeff Tollefson; Lauren Morello; Sara Reardon	nature.2016.20952
brain-implants-allow-paralysed-monkeys-to-walk-1.20967	2016	David Cyranoski	nature.2016.20967
how-scientists-reacted-to-the-us-election-results-1.20965	2016	Lauren Morello	nature.2016.20965
playful-rats-reveal-brain-region-that-drives-ticklishness-1.20973	2016	Brigitte  Osterath	nature.2016.20973
what-scientists-should-focus-on-and-fear-under-trump-1.20974	2016		nature.2016.20974
the-ultimate-experiment-how-trump-will-handle-science-1.20971	2016	Sara Reardon; Jeff Tollefson; Alexandra Witze; Lauren Morello	nature.2016.20971
open-peer-review-finds-more-takers-1.20969	2016	Ewen Callaway	nature.2016.20969
ai-science-search-engines-expand-their-reach-1.20964	2016	Nicola Jones	nature.2016.20964
canada-s-proposed-natural-gas-plant-stirs-more-controversy-1.20975	2016	Lesley Evans Ogden	nature.2016.20975
