file_id	year	authors	journo_file_id
4571089a	2009	Geoffrey M. Henebry	4571089a
4571090a	2009	Moustapha Cisse; Lennart Mucke	4571090a
4571091a	2009	Kevin J. Walsh	4571091a
4571092a	2009		4571092a
4571093a	2009	Jeffrey P. Severinghaus	4571093a
4571094a	2009	Per E. Ahlberg	4571094a
4571095a	2009	Sadaf Shadan	4571095a
457153a	2009	Stuart L. Schreiber	457153a
457154a	2009		457154a
457155a	2009	Richard M. Ransohoff	457155a
457156a	2009	Steve K. Lamoreaux	457156a
457157a	2009	Kurt Fredrick; Michael Ibba	457157a
457158a	2009	Christopher M. Johns-Krull	457158a
457159a	2009	Michael R. Waterman	457159a
457160a	2009	Sadaf Shadan	457160a
457269a	2009	Michael Sendtner	457269a
457270a	2009	Peter L. Read	457270a
457271a	2009	Jeff Gore; Alexander van Oudenaarden	457271a
457273a	2009	Jonathan Keeling; Natalia G. Berloff	457273a
457273b	2009		457273b
457274a	2009	Liesbeth Venema	457274a
457275a	2009	Saul A. Teukolsky; Ira Wasserman	457275a
457387a	2009	David A. Leopold	457387a
457388a	2009	Reinhard Genzel	457388a
457389a	2009	Kenneth C. Holmes	457389a
457390a	2009		457390a
457391a	2009	David J. Thomson	457391a
457392a	2009	Elio A. Abbondanzieri; Xiaowei Zhuang	457392a
457394a	2009	Jaap Goudsmit	457394a
457543a	2009	Laurence D. Hurst	457543a
457544a	2009	Sophie Ugolini; Eric Vivier	457544a
457546a	2009	Jan Zaanen	457546a
457546b	2009		457546b
457547a	2009	Takuji Sasaki; Baltazar A. Antonio	457547a
457548a	2009	D. Karl Bedke; Christopher D. Vanderwal	457548a
457549a	2009	Edward J. Louis	457549a
457667a	2009	Henning Sirringhaus	457667a
457668a	2009	Christopher V. Nicchitta	457668a
457669a	2009	Matthew Huber	457669a
457671a	2009	Douglas H. Bradshaw; Peter W. Milonni	457671a
457672a	2009	Jochen J. Brocks; Nicholas J. Butterfield	457672a
457673a	2009	Sotiris S. Xantheas	457673a
457797a	2009	Thomas Pietschmann	457797a
457798a	2009	John C. Howell	457798a
457799a	2009	Cory Abate-Shen; Michael M. Shen	457799a
457800a	2009	John S. Tse	457800a
457801a	2009	Momoko Yoshimoto; Mervin C. Yoder	457801a
457803a	2009	Nils Chr. Stenseth; Erin S. Dunlop	457803a
457805a	2009	David E. Bergbreiter	457805a
457969a	2009	Helene C. Muller-Landau	457969a
457970a	2009	Donald W. Nicholson	457970a
457971a	2009	Paul Glover; Richard Bowtell	457971a
457972a	2009		457972a
457973a	2009	Rory Howlett	457973a
457974a	2009	Stefano Tonzani	457974a
457974b	2009	Piero Carninci	457974b
457976a	2009	Robert O. Fox	457976a
458037a	2009	David S. Burz; Alexander Shekhtman	458037a
458038a	2009	Michael S. Fuhrer; Shaffique Adam	458038a
458039a	2009	Soumaya Zlitni; Eric D. Brown	458039a
458040a	2009	Jon M. Miller	458040a
458041a	2009	Andrew V. Benest; Hellmut G. Augustin	458041a
458042a	2009	A. Cavalleri	458042a
458044a	2009	Brigitta Stockinger	458044a
458045a	2009	Harry Y. McSween	458045a
4581117a	2009	Gavin Schmidt; David Archer	4581117a
4581118a	2009	Rudolf Zechner; Frank Madeo	4581118a
4581119a	2009	Michael Shull	4581119a
4581121a	2009	Metin Sitti	4581121a
4581122a	2009	Ole Seehausen	4581122a
4581123a	2009	Richard Korytár; Nicolás Lorente	4581123a
4581124a	2009	Shawn R. Lockery	4581124a
458153a	2009	Russell L. Ciochon; E. Arthur Bettis III	458153a
458155a	2009	Nicolas Gruber	458155a
458156a	2009	Ruth Anne Eatock	458156a
458157a	2009	Claire Gmachl	458157a
458158a	2009	N. W. Ashcroft	458158a
458159a	2009	Hélène Barelli; Bruno Antonny	458159a
458159b	2009		458159b
458161a	2009	Alan Trounson	458161a
458289a	2009	Patrick H. Vaccaro	458289a
458290a	2009	Lee M. Ellis; David A. Reardon	458290a
458291a	2009		458291a
458292a	2009	Jean Braun	458292a
458293a	2009	Lawrence M. Witmer	458293a
458294a	2009	Stephen Davey	458294a
458295a	2009	Philippe Huybrechts	458295a
458296a	2009	Scott M. Thompson; Hayley A. Mattison	458296a
458413a	2009	Michael I. Coates	458413a
458414a	2009	Daniel Proga	458414a
458415a	2009	Kristel Sleegers; Christine Van Broeckhoven	458415a
458416a	2009		458416a
458417a	2009	Louis A. Derry	458417a
