file_id	year	authors	journo_file_id
can-we-open-the-black-box-of-ai-1.20731	2016		can-we-open-the-black-box-of-ai-1.20731
the-chips-are-down-for-moore-s-law-1.19338	2016		the-chips-are-down-for-moore-s-law-1.19338
warning-to-forest-destroyers-this-scientist-will-catch-you-1.20730	2016		warning-to-forest-destroyers-this-scientist-will-catch-you-1.20730
welcome-to-the-crispr-zoo-1.19537	2016		welcome-to-the-crispr-zoo-1.19537
how-much-longer-can-antarctica-s-hostile-ocean-delay-global-warming-1.20978	2016	Jeff Tollefson	539346a
three-minutes-with-hans-rosling-will-change-your-mind-about-the-world-1.21143	2016	Amy Maxmen	540330a
nature-s-10-1.21157	2016		540507a
science-s-1-how-income-inequality-is-getting-worse-in-research-1.20651	2016	Corie Lok	537471a
what-dna-reveals-about-st-helena-s-freed-slaves-1.21096	2016	Ewen Callaway	540184a
can-old-computers-bring-palestinians-and-israelis-together-1.21053	2016	Josie Glausiusz	540022a
the-sparrow-with-four-sexes-1.21018	2016	Carrie Arnold	539482a
science-and-inequality-1.20652	2016		537465a
the-mental-health-crisis-among-migrants-1.20767	2016	Alison Abbott	538158a
a-radical-revision-of-human-genetics-1.20779	2016	Erika Check Hayden	538154a
the-power-of-prediction-markets-1.20820	2016	Adam Mann	538308a
can-cuban-science-go-global-1.20694	2016	Sara Reardon	537600a
the-polling-crisis-how-to-tell-what-people-really-think-1.20815	2016	Ramin Skibba	538304a
the-plight-of-young-scientists-1.20870	2016		538443a
how-to-defeat-dementia-1.20949	2016	Elie Dolgin	539156a
young-scientists-under-pressure-what-the-data-show-1.20871	2016	Brendan Maher; Miquel  Sureda Anfres	538444a
young-talented-and-fed-up-scientists-tell-their-stories-1.20872	2016	Kendall Powell	538446a
can-wind-and-solar-fuel-africa-s-future-1.20907	2016	Erica Gies	539020a
is-science-only-for-the-rich-1.20650	2016		537466a
the-unsung-heroes-of-crispr-1.20272	2016	Heidi Ledford	535342a
the-bicycle-problem-that-nearly-broke-mathematics-1.20281	2016	Brendan Borrell	535338a
tapping-genetics-for-better-beer-1.20336	2016	Ewen Callaway	535484a
the-bandwidth-bottleneck-that-is-throttling-the-internet-1.20392	2016	Jeff Hecht	536139a
the-plastics-revolution-how-chemists-are-pushing-polymers-to-new-limits-1.20433	2016	Mark Peplow	536266a
bottles-bags-ropes-and-toothbrushes-the-struggle-to-track-ocean-plastics-1.20432	2016	Daniel Cressey	536263a
180-000-forgotten-photos-reveal-the-future-of-greenland-s-ice-1.20335	2016	Quirin Schiermeier	535480a
welcome-to-the-cyborg-olympics-1.20353	2016	Sara Reardon	536020a
what-s-the-point-of-the-phd-thesis-1.20203	2016	Julie Gould	535026a
the-new-breed-of-cutting-edge-catalysts-1.20538	2016	XiaoZhi Lim	537156a
back-to-the-thesis-1.20202	2016	Kerri Smith; Noah Baker	535022a
how-china-is-rewriting-the-book-on-human-origins-1.20231	2016	Jane Qiu	535218a
south-africa-ushers-in-a-new-era-for-hiv-1.20253	2016	Linda Nordling	535214a
busting-the-billion-dollar-myth-how-to-slash-the-cost-of-drug-development-1.20469	2016	Amy Maxmen	536388a
vipers-mambas-and-taipans-the-escalating-health-crisis-over-snakebites-1.20495	2016	Carrie Arnold	537026a
how-dna-could-store-all-the-world-s-data-1.20496	2016	Andy Extance	537022a
how-to-raise-a-genius-lessons-from-a-45-year-study-of-super-smart-children-1.20537	2016	Tom Clynes	537152a
dolly-at-20-the-inside-story-on-the-world-s-most-famous-sheep-1.20187	2016	Ewen Callaway	534604a
secrets-of-life-in-the-soil-1.20575	2016	Rachel Cernansky	537298a
