file_id	year	authors	journo_file_id
445029a	2007	Christophe Sotin	445029a
445030a	2007	Rachel I. Wilson	445030a
445031a	2007	Linda C. Hsieh-Wilson	445031a
445032a	2007		445032a
445033a	2007	Henry Gee	445033a
445034a	2007	Christophe L. Martin	445034a
445036a	2007	Helen Dell	445036a
445037a	2007	Craig J. Hogan	445037a
445156a	2007	Frank Wilczek	445156a
445157a	2007	Helen Dell	445157a
445158a	2007		445158a
445158b	2007	Vincent Savolainen; Laurent Lehmann	445158b
445159a	2007	Douglas G. Capone; Angela N. Knapp	445159a
445160a	2007	Henry Markram	445160a
445161a	2007	Rodney C. Ewing	445161a
445267a	2007	Yueh-Ming Loo; Michael Gale Jr	445267a
445268a	2007	Gerwin Gelinck	445268a
445269a	2007		445269a
445270a	2007	Jonathan T. Overpeck; Julia E. Cole	445270a
445271a	2007	Sébastien Perrier; Xiaosong Wang	445271a
445272a	2007	Michael Botchan	445272a
445371a	2007	Dominique Martinez	445371a
445372a	2007	Maciej Lewenstein	445372a
445373a	2007	Andrew Mitchinson	445373a
445376a	2007		445376a
445376b	2007	John Spencer; David Grinspoon	445376b
445377a	2007	Tim Lincoln	445377a
445492a	2007	James R. Heath	445492a
445493a	2007		445493a
445495a	2007	Thom Rahn	445495a
445496a	2007	Steven P. Nolan	445496a
445497a	2007	Tor Erik Rusten; Harald Stenmark	445497a
445499a	2007	Tim Lincoln	445499a
445500a	2007	Frank K. Wilhelm; Enrique Solano	445500a
445605a	2007	Michael Fleischhauer	445605a
445607a	2007	Gabriel J. Bowen	445607a
445717a	2007	Arne Ø. Mooers	445717a
445718a	2007	A. Prasanna de Silva	445718a
445719a	2007		445719a
445721a	2007	Robert Bingham	445721a
445722a	2007	Thomas Gridley	445722a
445723a	2007	Gregor Weihs	445723a
445724a	2007	Qiang Tong; Gökhan S. Hotamisligil	445724a
445726a	2007	Albert van den Berg; Matthias Wessling	445726a
445825a	2007	Sara J. Shettleworth	445825a
445826a	2007	Phil S. Baran; Thomas J. Maimone	445826a
445827a	2007	Mason N. Dean; Adam P. Summers	445827a
445827b	2007		445827b
445829a	2007	Richard Webb	445829a
445830a	2007	Jack Kohler	445830a
445831a	2007	David Chandler	445831a
446031a	2007	Clive Speake	446031a
446032a	2007	Richard Horn	446032a
446034a	2007		446034a
446034b	2007	Alexander Shluger; Tom Trevethan	446034b
446035a	2007	Felix A. Rey	446035a
446036a	2007	Liesbeth Venema	446036a
446037a	2007	Z. Valy Vardeny; Mikhail Raikh	446037a
446038a	2007	David Pellman	446038a
446145a	2007	Daniel A. Haber; Jeff Settleman	446145a
446146a	2007	David J. Norris	446146a
446147a	2007	Andrew Hendry	446147a
446150a	2007		446150a
446150b	2007	Victor R. Baker	446150b
446151a	2007	Ben Scheres	446151a
446269a	2007	Else Marie Friis; Peter Crane	446269a
446270a	2007	James T. Hynes	446270a
446271a	2007		446271a
446273a	2007	Alessandro Morbidelli	446273a
446274a	2007	Anthony Wynshaw-Boris	446274a
446275a	2007	Ferdinand Schmidt-Kaler	446275a
446276a	2007	Gernot Frenking; Ralf Tonner	446276a
446381a	2007	Brad M. Rosen; Virgil Percec	446381a
446383a	2007	John A. Porco Jr	446383a
446385a	2007	Sadaf Shadan	446385a
446386a	2007	Rosemary G. Gillespie; Brent C. Emerson	446386a
446387a	2007	Steven E. Ealick; Tadhg P. Begley	446387a
446387b	2007		446387b
446390a	2007	Andrew Holmes	446390a
446499a	2007	J. Wade Harper	446499a
446500a	2007	Herman Batelaan; Kees Uiterwaal	446500a
446501a	2007	David Penny; Matthew J. Phillips	446501a
446502a	2007	Charalambos P. Kyriacou	446502a
446504a	2007		446504a
446504b	2007	Robert C. Albers; Jian-Xin Zhu	446504b
446505a	2007	Laurence D. Barron	446505a
446617a	2007	Michael Häusser; Spencer L. Smith	446617a
446619a	2007	Jonathan P. Marangos	446619a
446621a	2007	Tom Guilfoyle	446621a
446623a	2007	David J. Dunlop	446623a
446626a	2007	Stephen J. Lippard	446626a
446735a	2007	Gerhard Christofori	446735a
446736a	2007	J. Michael McBride	446736a
446737a	2007		446737a
446739a	2007	Todd R. Golub	446739a
446739b	2007	Richard Webb	446739b
446740a	2007	Roseanne J. Sension	446740a
446741a	2007	Franck Duong	446741a
446743a	2007	Tim Lincoln	446743a
446744a	2007	R. McNeill Alexander	446744a
446861a	2007	Brigitte Meyer-Berthaud; Anne-Laure Decombeix	446861a
446862a	2007		446862a
446863a	2007	Don Porcelli	446863a
446864a	2007	Phillip D. Zamore	446864a
446865a	2007	Deborah Talmi; Chris Frith	446865a
446866a	2007	Alain Aspect	446866a
446868a	2007	Jan-Michael Peters	446868a
446869a	2007	Richard Webb	446869a
446870a	2007	Joseph S. Miller	446870a
446985a	2007	Tim Seastedt	446985a
446986a	2007	Yousaf M. Butt	446986a
446989a	2007	Philip W. Boyd	446989a
446990a	2007		446990a
446991a	2007	Euripides G. Stephanou	446991a
446992a	2007	Bernard Chazelle	446992a
446993a	2007	Gijsbert Grotenbreg; Hidde Ploegh	446993a
446994a	2007	Liesbeth Venema	446994a
446995a	2007	David Kinderlehrer	446995a
446996a	2007	Hiroo Ueno; Irving L. Weissman	446996a
446998a	2007	Martin Campbell-Kelly	446998a
447041a	2007	Hermann Nicolai	447041a
447043a	2007	David Wark	447043a
447046a	2007	Mark A. Pinsk; Sabine Kastner	447046a
447047a	2007	Andreas Türler	447047a
447049a	2007	Heidi Houston; John E. Vidale	447049a
447050a	2007	Dirk M. Guldi	447050a
447051b	2007		447051b
447052a	2007	Tim D. White	447052a
4471059a	2007	Bruce P. Bean	4471059a
4471060a	2007	Tim Elliott	4471060a
4471061a	2007	Paul Cisek	4471061a
4471062a	2007		4471062a
4471063a	2007	Sun Kwok	4471063a
4471063b	2007		4471063b
4471064a	2007	Bruce T. Draine; Jeremiah P. Ostriker	4471064a
447152a	2007	Santanu Mukherjee; Benjamin List	447152a
447153a	2007	Linda Z. Holland	447153a
447154a	2007		447154a
447155a	2007	Adam Burrows	447155a
447156a	2007	Christopher R. Trotta	447156a
447157a	2007	Christian Pfleiderer; Ulrich K. Rößler	447157a
447160a	2007	Daniel Pauly	447160a
447265a	2007	Cheng-Ming Chuong	447265a
447266a	2007	Evgenii E. Narimanov; Vladimir M. Shalaev	447266a
447267a	2007	Stephen R. Palumbi	447267a
447269a	2007	Igor Žutić; Jaroslav Fabian	447269a
447273a	2007	Alexander Greer	447273a
447274a	2007		447274a
447275a	2007	Nir Ohad	447275a
447275b	2007	Sadaf Shadan	447275b
447276a	2007	Andrew J. Dombard	447276a
447385a	2007	Todd D. Krauss	447385a
447386a	2007	Benedetto Grimaldi; Paolo Sassone-Corsi	447386a
447387a	2007	Michael M. Kozlov	447387a
447389a	2007	Kenneth R. Chien	447389a
447390a	2007	Henk T. C. Stoof	447390a
447391a	2007	Benjamin J. Blencowe; May Khanna	447391a
447391b	2007		447391b
447393a	2007	David Branch; Ken'ichi Nomoto	447393a
447393b	2007	Tim Lincoln	447393b
447535a	2007	Roy van Boekel	447535a
447536a	2007	Adam Antebi	447536a
447537a	2007	Stephen R. Julian; Michael R. Norman	447537a
447539a	2007	Alison M. Bell	447539a
447539b	2007		447539b
447540a	2007	Leonid V. Butov	447540a
447541a	2007	Tim Lincoln	447541a
447541b	2007	Witold K. Surewicz	447541b
447543a	2007	John A. Gerlt	447543a
447645a	2007	Anne M. Bowcock	447645a
447646a	2007	Arthur S. Edison; Joanna R. Long	447646a
447647a	2007	James B. Elsner	447647a
447649a	2007	Alan Colman; Justine Burley	447649a
447651a	2007	Michele Maggiore	447651a
447651b	2007		447651b
447654a	2007	Charles H. Townes	447654a
447781a	2007	Peter Högberg	447781a
447782a	2007	John M. Greally	447782a
447785a	2007	Maria T. Zuber	447785a
447785b	2007		447785b
447786a	2007	Kirk R. Johnson	447786a
447787a	2007	Liesbeth Venema	447787a
447789a	2007	Paul M. Grant	447789a
447914a	2007	Lanny D. Schmidt; Paul J. Dauenhauer	447914a
447915a	2007		447915a
447916a	2007	Benjamin N. Gantner; Harinder Singh	447916a
447917a	2007	Robin D. Rogers	447917a
447918a	2007	Richard L. Cifelli; Cynthia L. Gordon	447918a
447920a	2007	David Eliezer; Arthur G. Palmer III	447920a
447921a	2007	Steven L. Alam; Wesley I. Sundquist	447921a
448031a	2007	David C. Catling	448031a
448032a	2007	Philip Ball	448032a
448033a	2007	Edouard M. Cantin; John J. Rossi	448033a
448034a	2007	Thomas N. Sherratt	448034a
448035a	2007		448035a
448037a	2007	Richard Webb	448037a
4481000a	2007	Jan Zaanen	4481000a
4481001a	2007	Claus M. Azzalin; Joachim Lingner	4481001a
4481003a	2007	Jeff Cuzzi	4481003a
4481004a	2007	John F. Atkins; Pavel V. Baranov	4481004a
4481005a	2007	Timothy W. Lyons	4481005a
4481006a	2007	Stephen Z. D. Cheng	4481006a
448141a	2007	Niek F. van Hulst	448141a
448142a	2007	Patrick Cramer	448142a
448143a	2007	Heather A. Knutson	448143a
448145a	2007	Ragan M. Callaway; Bruce E. Mahall	448145a
448146a	2007		448146a
448147a	2007	Bernd Nilius; Thomas Voets	448147a
448148a	2007	Tim Lincoln	448148a
448149a	2007	Françoise Brochard-Wyart	448149a
448259a	2007	Philip Gibbard	448259a
448260a	2007	Janet Rossant	448260a
448262a	2007	Markus Kindermann	448262a
448263a	2007	Lorna W. Role; David A. Talmage	448263a
448263b	2007		448263b
448265a	2007	Ghislain Breton; Steve A. Kay	448265a
448266a	2007	Aparna Lakkaraju; Enrique Rodriguez-Boulan	448266a
448268a	2007	Guust Nolet	448268a
448415a	2007	John P. Quinn	448415a
448416a	2007	Matthew T. Palmer; Casey T. Weaver	448416a
448417a	2007		448417a
448418a	2007	John Raven	448418a
448419a	2007	Ian Stewart	448419a
448420a	2007	John Reinitz	448420a
448421a	2007	Richard M. Ransohoff	448421a
448422a	2007	Johannes Hecker Denschlag	448422a
448423a	2007	Hongbo Chi; Richard A. Flavell	448423a
448425a	2007	Wolfgang Junge; A. William Rutherford	448425a
448539a	2007	Michael N. Shadlen; Roozbeh Kiani	448539a
448541a	2007	Peter Pilewskie	448541a
448542a	2007	Laurie E. Comstock	448542a
448544a	2007	Russell P. Cowburn	448544a
448545a	2007	Matthew Meyerson	448545a
448546a	2007		448546a
448546b	2007	Zachary Fisk	448546b
448547a	2007	Alberto Mantovani	448547a
448548a	2007	Stephen B. Baylin; Kornel E. Schuebel	448548a
448651a	2007	Andrea Cavalleri	448651a
448652a	2007	Phillip Larimer; Ben W. Strowbridge	448652a
448653a	2007		448653a
448654a	2007	Christopher J. Chang	448654a
448655a	2007	Albrecht W. Hofmann	448655a
448656a	2007	Richard Webb	448656a
448657a	2007	Nigel E. Stork	448657a
448658a	2007	John R. Helliwell; Naomi E. Chayen	448658a
448659a	2007	Edward E. Farmer	448659a
448755a	2007	Nicholas M. Llewellyn; Jonathan B. Spencer	448755a
448756a	2007	Christopher Wibberley	448756a
448757a	2007	Michael P. Robertson; William G. Scott	448757a
448758a	2007	Gilles Tarjus	448758a
448759a	2007	Asa Abeliovich	448759a
448760a	2007	Trevor Weekes	448760a
448761a	2007		448761a
448762a	2007	JoAnne Stubbe	448762a
448763a	2007	Tim Lincoln	448763a
448764a	2007	Azim Surani; Jim Smith	448764a
448765a	2007	Margaret Boden	448765a
448871a	2007	Steven E. Hyman	448871a
448872a	2007	Luis A. Orozco	448872a
448873a	2007		448873a
448875a	2007	Frances Cairncross	448875a
448876a	2007	David J. Pine	448876a
448877a	2007	Susanne S. Renner	448877a
448879a	2007	Catherine Picart; Dennis E. Discher	448879a
448880a	2007	Ian S. Williams	448880a
448882a	2007	Bruce Alberts	448882a
449029a	2007	John R. Mascola	449029a
449030a	2007	Philippe Claeys; Steven Goderis	449030a
449033a	2007	Ninad Bondre	449033a
449033b	2007	Mark W. Westneat	449033b
449034a	2007	Dean Roemmich	449034a
449035a	2007	Anthony H. Futerman	449035a
