file_id	year	authors	journo_file_id
451021a	2008	David W. Threadgill	451021a
451022a	2008		451022a
451022b	2008	Oleg Tchernyshyov	451022b
451023a	2008	Andrew A. Rosenberg	451023a
451024a	2008	Leslie C. Griffith	451024a
451026a	2008	John B. Miller	451026a
451027a	2008	Kosmas L. Tsakmakidis; Ortwin Hess	451027a
451028a	2008	Paul R. Dando	451028a
4511061a	2008	Jonathan Overpeck; Julia Cole	4511061a
4511062a	2008		4511062a
4511063a	2008	Peter J. van Dijk	4511063a
4511065a	2008	Philip Ball	4511065a
4511066a	2008	David M. Livingston; Daniel P. Silver	4511066a
4511067a	2008	R. Kerry Turner; Brendan Fisher	4511067a
451131a	2008	Meng-Chao Yao	451131a
451132a	2008	Cronin B. Vining	451132a
451133a	2008	Jean-Bernard Caron	451133a
451134a	2008	Matthieu Le Corre	451134a
451135a	2008	Martin F. Pera	451135a
451136a	2008	Sébastien Balibar	451136a
451137a	2008	Lev Vaidman	451137a
451139a	2008	David Anderson; Sydney Brenner	451139a
451249a	2008	Ofer Tchernichovski; Josh Wallman	451249a
451250a	2008	James M. Boncella	451250a
451251a	2008		451251a
451252a	2008	Kevin M. Shannon; Michelle M. Le Beau	451252a
451253a	2008	Andrea Cimatti	451253a
451254a	2008	Fayyaz S. Sutterwala; Richard A. Flavell	451254a
451256a	2008	Galina Khitrova; H. M. Gibbs	451256a
451405a	2008	Emilio Mayorga	451405a
451407a	2008		451407a
451408a	2008	Melissa Fardy; Peidong Yang	451408a
451409a	2008	Kunio M. Sayanagi	451409a
451410a	2008	Michael J. Zaworotko	451410a
451412a	2008	Daniel F. Voytas	451412a
451413a	2008	Kishan Dholakia	451413a
451527a	2008	David Crews; James J. Bull	451527a
451528a	2008	John C. Crocker	451528a
451529a	2008		451529a
451530a	2008	Kimon Doukoumetzidis; Michael O. Hengartner	451530a
451531a	2008	Michael A. Strauss	451531a
451532a	2008	Christopher Miller	451532a
451533a	2008	Hagen Klauk	451533a
451635a	2008	Manolo Gouy; Marc Chaussidon	451635a
451636a	2008	Joseph W. Perry	451636a
451637a	2008	B. Baden-Powell	451637a
451638a	2008	Eliezer Masliah	451638a
451639a	2008	Bart Selman	451639a
451640a	2008	Patrick C. Phillips	451640a
451642a	2008	Bob Watson	451642a
451773a	2008	Troy Shinbrot; Hans J. Herrmann	451773a
451774a	2008	John Speakman	451774a
451775a	2008	Edward P. J. van den Heuvel	451775a
451776a	2008		451776a
451777a	2008	Frank Uhlmann	451777a
451778a	2008	Thomas J. Meyer	451778a
451779a	2008	Andrew P. Hendry	451779a
451781a	2008	Michael Klagsbrun; Marsha A. Moses	451781a
451893a	2008	Robert M. May; Simon A. Levin; George Sugihara	451893a
451894a	2008		451894a
451895a	2008	Justin L. Mynar; Takuzo Aida	451895a
451896a	2008	Patrick J. Keeling	451896a
451897a	2008	Leonard R. MacGillivray	451897a
451898a	2008	Mark E. J. Woolhouse	451898a
451899a	2008	Scott King	451899a
451900a	2008	Ling Juan Wu; Jeff Errington	451900a
452035a	2008	Laura M. Prolo; Miriam B. Goodman	452035a
452037a	2008	Lene Vestergaard Hau	452037a
452037b	2008		452037b
452038a	2008	Solomon H. Snyder	452038a
452039a	2008	Sadaf Shadan	452039a
452040a	2008	Michael M. Tice	452040a
